序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像,emotion
13,0,247926027569,172385662,Prozec,6,男,这些点位都去过，玩到50级没见过红,2024-11-28 10:46:14,0,0,"OvO！
",未知,是,https://i1.hdslb.com/bfs/face/3e49bd13ca21f0d304e159decb001ca7bf726a5a.jpg,Sadness
14,0,247683188881,10905794,doro会幸福,6,保密,我变电站出了四个刀片了,2024-11-25 09:33:01,0,0,,未知,是,https://i2.hdslb.com/bfs/face/afefd652352fa246c48a4e31029c993e901333a0.jpg,Joy
15,0,247573501537,3493116575222153,透过指尖の余光,3,女,[笑哭]玩了一局大坝，出货最好的居然是行政楼拉闸点旁边的服务器，一大金一小金,2024-11-24 02:36:21,0,0,迟来的阳光救不了凋零的向日葵，但向日葵始终期待着阳光,未知,否,https://i2.hdslb.com/bfs/face/d93beea849ea05f97c9dec98d5b2340045058a0f.jpg,Joy
16,0,247620205392,7408712,7102乄死屋,6,保密,这逼东西看运气的，up大坝这些点我都必收的，我自己号50多个小时就出了一次大红，我玩别人号连续三把三个大红，这尼玛蚌不住了。,2024-11-20 11:21:26,0,0,,未知,否,https://i2.hdslb.com/bfs/face/2a95d1b8a5da3495047d5f4f133d0dc924fa1d83.jpg,Disgust
17,0,247226492641,3546716949186572,叶落-风霜,2,男,我在两个六套的包里面掏出了一个钻石。,2024-11-19 17:04:13,0,0,,未知,否,https://i2.hdslb.com/bfs/face/bf12cf8e04684018d7585c444d94efd57846aab7.jpg,Joy
18,0,247465310704,472571700,我求职简历,5,保密,我还在火车站盾兵身上摸过非洲之星呢,2024-11-18 13:47:28,0,0,,未知,是,https://i0.hdslb.com/bfs/face/member/noface.jpg,Neutral
19,0,247430652816,1779633937,甜一口流萤酱,5,保密,燃料和金条香槟出过几十次了，大红一个没出过,2024-11-18 06:02:32,0,0,,未知,否,https://i1.hdslb.com/bfs/face/5792b77c04cc030177eb680dc778418498cd8154.jpg,Regret
20,0,246938096017,3546778282494065,114514活该不,3,保密,我竟然搜到了,2024-11-16 08:21:15,0,0,,未知,否,https://i2.hdslb.com/bfs/face/bf12cf8e04684018d7585c444d94efd57846aab7.jpg,Neutral
21,0,247241804160,1146315322,L三脚猫功夫L,3,保密,三角洲行动给以色列捐款了好几亿,2024-11-16 03:38:49,0,0,,未知,否,https://i1.hdslb.com/bfs/face/059932fd5209ffbc9b324487d53ad94daa22d9d5.jpg,Neutral
22,0,246730110513,151283597,邪恶的MASAIC,3,保密,只有我，把把捡垃圾凑够20w跑路,2024-11-13 16:18:40,1,0,,未知,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,Regret
23,0,246659729313,39759294,咆哮的胖熊,6,男,然而大部分玩家都是非酋,2024-11-12 22:02:44,1,0,"你就在此地等候，我去给你买个橘子～
",未知,是,https://i0.hdslb.com/bfs/face/59c978e6f5bac16aeb5c165f47f31228339f0282.jpg,Sadness
24,0,246547416977,383197897,Nevermore_致命公司,4,男,咱们玩的是一个游戏吗,2024-11-11 10:33:56,0,2,一般晚上8点多左右直播致命公司，普罗米修斯整合包,未知,否,https://i1.hdslb.com/bfs/face/6a8666b047edeaf7eb4256db7027b026057d7da1.jpg,Neutral
25,0,246535905969,1232467970,5357276,5,男,我在箱子里面。也摸到一个大红。,2024-11-11 07:39:58,0,0,,未知,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,Neutral
26,0,246394700705,17677660,UC原,6,保密,武器箱实际爆率,2024-11-09 12:13:37,0,0,,未知,否,https://i1.hdslb.com/bfs/face/ce9640fb116e2f12f43e179fcba719dc787ebb32.jpg,Disgust
27,0,246379362017,3546704167045280,爱多认同,3,保密,不知道为什么我手游的我找了很多刷红点开了撤出去几十把基本上只有2到3个红而且是小红(我感觉暴露有问题),2024-11-09 09:04:15,0,0,,未知,否,https://i2.hdslb.com/bfs/face/ead159f5c689388fedee691b14ea6bc05b73493e.jpg,Sadness
28,0,246122825761,1691527056,羊宫妃那来咯_,5,保密,我们玩的是一个游戏？,2024-11-06 03:51:25,0,0,"“你昏倒的时候，叫宙斯这个名字，叫了98次”
“宙斯是世界第一上单，是我偶像”
“还有一个名字叫马头的，你叫了784次”",未知,是,https://i0.hdslb.com/bfs/face/38567f8a9bbc918706ae9a6ea042ec496be6b684.jpg,Neutral
29,0,246367693408,1487123619,白云卧深谷,3,保密,今天在大变电站打了一队，队友先上去摸包，我看了慢了一步就摸楼下的收纳盒，摸到军用电台，146万[脱单doge],2024-11-05 11:51:31,0,0,,未知,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,Neutral
30,0,245726674721,635093880,莫莫莫芽,5,保密,10月的爆率早就调了，小兵加强,2024-11-01 04:00:57,0,0,,未知,是,https://i0.hdslb.com/bfs/face/member/noface.jpg,Expectation
31,0,245649954721,431942882,ccz1I,5,男,连着三天在皇后酒店人机包里摸到金卡 两张东区吊桥340万 一张雷达站数据站118万,2024-10-31 04:35:37,0,0,,未知,否,https://i2.hdslb.com/bfs/face/3a7ac41c6d9dae4688908a1ecd8a959bc0c48bdc.jpg,Neutral
32,0,245426151921,643465572,邪恶花生猫,3,保密,摸完之后发现全图的人都来找你了,2024-10-28 07:59:29,0,0,,未知,否,https://i0.hdslb.com/bfs/face/6c454b079d947dc49ae2a174c92e315838338b37.jpg,Surprise
33,0,245623635200,1913655451,还没结束5202,5,保密,天天破产的我看着视频[辣眼睛],2024-10-27 12:23:23,0,0,,未知,否,https://i1.hdslb.com/bfs/face/ee4cf55ae17fcc9cb09f75acd767603eed9c93cb.jpg,Disgust
34,0,245604406896,375256266,许映杰,5,男,都知道，但都没出过,2024-10-27 08:13:50,1,0, 实迷途其未远，觉今是而昨非。,未知,否,https://i0.hdslb.com/bfs/face/bff9c496d3166c5949a047c552a9cdb553d46100.jpg,Regret
35,0,245315561025,386221952,-只懒狗,6,保密,行政楼旁边集装箱上的箱子也有好东西，今天捡到的,2024-10-26 21:15:44,0,0,呃呃呃,未知,是,https://i2.hdslb.com/bfs/face/32ef02bdd6ee2fc0418299b36f503cc03a93e75c.jpg,Joy
36,0,245411576032,3493286287247911,鱼头堡公爵,5,保密,自打完了这吊游戏我上班看着公司乱七八糟的东西就想往裤裆里塞[doge],2024-10-25 02:22:18,0,0,,未知,是,https://i1.hdslb.com/bfs/face/03b3b521e84dd547c9a3afbf269bb1463de07efd.jpg,Disgust
37,0,245152716049,109161186,嘻嘻家の小美琴,6,保密,大坝电脑房和东楼设备室捡的,2024-10-24 16:40:51,0,0,嘻门,未知,否,https://i0.hdslb.com/bfs/face/8989287bd460dcaf1b343f41967275fb318bacf6.webp,Neutral
38,0,245394079888,354034543,炫压抑做题蛆,6,保密,在大坝机枪兵身上搜到航天基地金卡,2024-10-24 16:13:35,0,0,,未知,否,https://i1.hdslb.com/bfs/face/cc77648e8140ca81dc838f4dd8fa8992ea944f24.jpg,Joy
39,0,245130346577,7066594,月白DX,6,男,现在的玩家就不要抱太大希望了，开服到现在出货率估计往下暗调了不少了，从国庆开玩到现在，出红的概率是肉眼可见的往下掉[吃瓜],2024-10-24 11:12:16,0,0,-,未知,是,https://i1.hdslb.com/bfs/face/d29ff3c42cc511b58688da4db898fccada799386.jpg,Sadness
40,0,245047344513,260453892,妳給我的晴天,5,男,最贵的还是在机枪兵身上出的红卡，别的就没出过130w以上的（只打普通大坝，有时候有单排机密大坝也会打几把）,2024-10-23 08:35:09,0,0,,未知,否,https://i0.hdslb.com/bfs/face/46abd9c3173c3ac84bc92f8e4e5503d8c0444a38.jpg,Neutral
44,0,244957498337,321092085,手握日月摘星辰的,4,保密,你这爆率有点高啊。跑了多久才剪辑的,2024-10-22 03:08:16,0,0,,未知,否,http://i0.hdslb.com/bfs/face/f4891fac66226259866ea0267ca2416d760d7da5.jpg,Neutral
45,0,245114452640,1172039126,日落孤桐,5,男,昨天连着三把小镇都出香槟，就在保险那张桌子上，三把都是同一个位置[笑哭],2024-10-21 03:03:35,0,0,,未知,否,https://i2.hdslb.com/bfs/face/ad267d8a56d8cfb31acedfee59b874a204d9beef.jpg,Joy
46,0,244865504881,108059859,祥子不是羅莉控-,6,保密,水泥厂旁边的管道里不止会出炸药，刚出了个金条[doge],2024-10-20 16:05:08,0,0,原农舟洲崩鸣双BA尘白少前……成分复杂可能什么都涉及点,未知,否,https://i0.hdslb.com/bfs/face/5edf39bd301701dffa99cedfef47c6c115689804.jpg,Surprise
47,0,244859720577,89671191,溯梦冷书,6,保密,我怀疑你是阳寿玩游戏[大哭],2024-10-20 14:50:05,0,0,Σ(っ °Д °;)っ,未知,否,https://i0.hdslb.com/bfs/face/29b58134ecec090d73d8cee682fabb3293c88f10.jpg,Sadness
48,0,245010666656,3546393564154825,星翎v,4,保密,我从材料箱子开个这个应该也算常规点位吧[鼓掌],2024-10-19 16:51:53,1,2,,未知,是,https://i1.hdslb.com/bfs/face/0ec3e540ec628beda86619a01b0ecdf4005a599b.jpg,Neutral
49,0,244782701105,602471770,遮莎笔庸医,4,男,孩子们，我回来了，假的,2024-10-19 15:55:03,0,0,不想上晚自习,未知,否,https://i1.hdslb.com/bfs/face/a43a8ef2e3f61acacd40d590a6fb27c4d802e08e.jpg,Neutral
50,0,244760121441,604747275,Killa简直就是我啊,4,保密,我只摸过燃料电池，我搞不懂为什么你能出这么多货，点位我都知道就是出不来,2024-10-19 11:28:34,0,0,,未知,是,https://i0.hdslb.com/bfs/face/e0694bbddd7533dad164cd2b6f946e97c4f37011.jpg,Regret
51,0,244722179889,95748952,小白悠君,6,保密,我就路边随便摸了一下[笑哭],2024-10-19 02:46:53,0,0,讲真，我真的只会守约,未知,否,https://i1.hdslb.com/bfs/face/ebb6fa57647fcf8e30165cb958720703376dab40.jpg,Neutral
52,0,244719660001,476298557,听闻你曾来过丶,5,男,科幻片！妥妥的科幻片！,2024-10-19 02:07:57,0,0,希望每一个四季都有微风吹拂。,未知,是,https://i2.hdslb.com/bfs/face/97d64cd40332a607573b246749db77ad1ed58c78.jpg,Neutral
53,0,244931279840,1176313919,寻宝宝awa,5,保密,这里刷金砖,2024-10-18 22:25:53,1,0,,未知,是,https://i2.hdslb.com/bfs/face/ef1f0342c6d034ac24ddea4aca7552e1ce8b71b0.jpg,Neutral
54,0,244930548816,95812746,阳逸丶,5,保密,大坝政楼打完架发现桌子上有个服务器 没人看到,2024-10-18 21:14:41,0,0,,未知,否,https://i0.hdslb.com/bfs/face/66f0ea021d168f8dbda57f83687d376d9bd97b53.jpg,Surprise
55,0,244708755313,38569777,克洛伊洁芙,6,保密,在主变电站二楼需要侦察兵触发的侦察机旁边找到个单反相机震惊我一整局[尴尬],2024-10-18 19:27:03,0,0,苍辉银河即宇宙,未知,否,https://i1.hdslb.com/bfs/face/37f1fb81d6a68855d70338f496aae86fd32c1960.jpg,Surprise
56,0,244906449520,3546724683483424,诸葛青清,3,保密,想换米加我[doge_金箍],2024-10-18 13:32:37,0,0,子非鱼,未知,否,https://i1.hdslb.com/bfs/face/d479e75cbfb5651e2c70bacf7d80a19a3848d286.jpg,Neutral
57,0,244633280577,409450663,宇智波麻袋,5,男,几乎没有参考价值，我几次出过大金的点位都没提，视频里提到的点位去搜几乎都没有，是个人运气问题，所以大家伙一定要多留个心眼子到处看一看，任何地方都有可能出大金，特别是航空箱，武器箱[OK],2024-10-17 22:29:30,1,0,忍界大战牺牲品,未知,否,https://i1.hdslb.com/bfs/face/f1aec5af931973ee1a0a1e049a726d6226e80885.jpg,Regret
58,0,244840924080,2041605234,大哥哥来了哟,3,保密,真的很少出。。。看个幸运乐子。。。,2024-10-17 16:37:47,0,0,,未知,否,https://i0.hdslb.com/bfs/face/eed8381effdfd5f8514a0eacd19453c3645702e0.jpg,Neutral
59,0,244792041936,63542643,qWq墨雨,4,保密,昨天晚上航天蓝核心房间，我有一个仿制的，桌子和保险刷了2颗非洲之心[doge],2024-10-17 04:50:33,0,0,一起玩吧,未知,否,https://i0.hdslb.com/bfs/face/8093dc5a3bef6cb1fab9d00142eb5798fcbd6574.jpg,Neutral
60,0,244515486273,403951783,京城萌鹿,5,保密,"这个检视动画为什么有时候有有时候没有啊
---------------------------",2024-10-16 07:05:17,0,0,,未知,否,https://i1.hdslb.com/bfs/face/c802da825d66583c1909901614cf18c9d291ce1c.jpg,Regret
61,0,244455408705,84062895,夕灯不离人,6,男,不得不说爆率太抽象了尤其是鸟窝和井盖，刚刚就在撤离点的井盖开了一个大红，坚定以后我当阴暗鼠鼠专摸鸟窝和井盖,2024-10-15 09:57:34,0,0,,未知,否,https://i0.hdslb.com/bfs/face/0fdc8c8602ec09b1e4a055eb75f7cd43fa0b7ad5.jpg,Joy
62,0,244636813440,629258704,溯流殇sulv,5,男,upup手游跳跳乐总是蹭墙摔腿，怎么跳啊[大哭],2024-10-15 03:07:10,0,0,这个人好懒，什么也没有哦，嘿嘿嘿。,未知,否,https://i1.hdslb.com/bfs/face/898ca32dcd9ee04f59de0440ac3fefd907c34cba.jpg,Sadness
63,0,244630463616,402653310,树树AAA,4,保密,玩过，但是玩的不多，感觉哈夫币就是搞仓库，研发的那些东西，朋友叫我跑刀，一把也就三十来万左右。把所有东西都卖了，但是不知道哈夫币该做什么了,2024-10-15 01:05:07,0,0,当以梦为马，不负韶华,未知,是,https://i0.hdslb.com/bfs/face/2e66abb03f71e801b00e4add607bd98294e2c74a.jpg,Regret
67,0,244422463761,1358168778,死尸菜叶,3,保密,蓝氏核心对面台子上也会刷大金，那个什么矩阵,2024-10-14 23:04:56,0,0,,未知,否,https://i0.hdslb.com/bfs/face/beb534154f93fa1754b92f4fd920b57a2eaa8a5f.jpg,Neutral
68,0,244625810096,1701891766,我说纯碱不是碱,4,保密,玩塔科夫就开挂的比，跑到三角洲了又？,2024-10-14 22:25:24,0,0,,未知,否,https://i1.hdslb.com/bfs/face/f7b594de77b35cb266b6fd70d0ec37ea60ae6d95.jpg,Disgust
69,0,244615319616,205005916,唯唯诺诺的木昆,6,男,几乎没有参考价值，我几次出过大金的点位都没提，视频里提到的点位去搜几乎都没有，是个人运气问题，所以大家伙一定要多留个心眼子到处看一看，任何地方都有可能出大金，特别是航空箱，武器箱[OK],2024-10-14 16:31:33,0,0,这个世界上人很多，有心人却很少,未知,否,https://i1.hdslb.com/bfs/face/6a687d112d4b5af0a2e1c77ef39d4f9fbc9cb13b.jpg,Regret
70,0,244540085648,384586710,晨曦EA,5,男,靠电信诈骗，我要是能有这出货率那我那一直玩，我从三角洲公测玩到现在，仓库里的红嗯，不说多吧，也就几颗非洲之星，但不过那钥匙真的是一言难尽，真的强烈要求官方把房间爆率调高,2024-10-13 17:10:14,0,0,"接受现实吧
欧皇是不存在的",未知,否,http://i0.hdslb.com/bfs/face/1edd1b3fe096cb17a49f15865e540fb98f240fe9.jpg,Regret
71,0,244535367008,474981027,掏尕娃爱音,6,男,我今天下午机密大坝当鼠鼠人，g18扫腿秒了个6套，这家伙身上全是金子弹红甲修红头修，就这一个人让我赚了450w[蹲一蹲][蹲一蹲],2024-10-13 15:54:10,0,0,更迭了朝代，当时的明月换拨人看,未知,否,https://i0.hdslb.com/bfs/face/1b76ca233d29dba3063e81712b26eb687705c835.webp,Joy
72,0,244531476592,526776022,Alkaid丶摇光777,5,男,运气罢了，但是水泥厂那个下水管道机密里出炸药的概率确实有点高,2024-10-13 15:05:44,0,0,...........,未知,是,http://i1.hdslb.com/bfs/face/529547eea802f2d8952260816838f4bebfb5748e.jpg,Expectation
73,0,244326729905,179897958,繍纸4101,6,保密,队长两下给钱秒了，好几次都这样，拿飞弹炸都炸不死，显示100多的甲[笑哭][笑哭],2024-10-13 12:52:03,0,1,,未知,否,http://i0.hdslb.com/bfs/face/443616152b1407e24a34d8ece24a134d7e1faa47.jpg,Disgust
74,0,244476463664,3385939,EurekaC,6,男,我朋友酒店机枪哥出了非洲之心酸麻了，他甚至同一盘还摸到钥匙卡。我毛也没有。,2024-10-13 03:15:54,0,0,,未知,是,http://i1.hdslb.com/bfs/face/b3bf06ec77f1fe211214af507759466ce0404a30.jpg,Sadness
75,0,244464921184,3546591409473802,h6fyfb_d,4,保密,人机爆过东京吊桥的房卡,2024-10-12 23:43:38,0,0,,未知,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,Neutral
76,0,244440060480,695921226,不要宠你,5,保密,爽到了,2024-10-12 13:45:22,0,0,,未知,否,https://i0.hdslb.com/bfs/face/9959be8f5c06ab32147d9df5299477c0e630c497.jpg,Joy
77,0,244425994464,3493091621210142,衔尾蛇首领哈姆克,2,保密,没事，玩两天出两个大伙在巴什克的一个旅行袋里面出了一个呼吸机,2024-10-12 10:54:09,0,0,,未知,否,https://i0.hdslb.com/bfs/face/c6a8044d08206393d398ab9a2958c24df2d14cf6.jpg,Neutral
78,0,244149886209,100952774,bili丶小许吖,6,保密,大坝的小变电站也会刷电池,2024-10-11 07:07:06,0,1,俄钓4：bilixiaoxu 英勇之地：小许吖 网易云：云村账号守护者 像素生存者2：小许吖 QQ：2449007604,未知,是,https://i2.hdslb.com/bfs/face/50c6f6908dd271a9d85595263dbf175b93946fc8.jpg,Expectation
79,0,244323944128,40808127,祈六欲,6,男,"非洲之星？
非酋",2024-10-11 04:24:55,0,0,,未知,是,https://i0.hdslb.com/bfs/face/3b33029dc50488394a0c2845bc95acf5392ccd5b.jpg,Neutral
80,0,244137014017,5800873,很厉害的Neet侦探,6,保密,我一直不太理解这种模式摸出来的钱又用来买装备有啥意思[doge]，为啥不改成，摸出来的钱能用来买时装抽外观之类的，这样才有动力打吧,2024-10-11 03:34:57,3,1,噼里、啪啦……和谁、玩耍？,未知,否,https://i1.hdslb.com/bfs/face/5cc7a07cd95fd107a8138a6205ea6adcd65ee77b.jpg,Regret
81,0,244309994208,565591947,兰奕安Oo,5,保密,大爸才是鼠鼠的家,2024-10-10 23:59:17,0,0,搞笑男,未知,否,https://i0.hdslb.com/bfs/face/0f67e2040bf4be1a4298f8cbb96fc0e87e9fda61.jpg,Neutral
82,0,244121471185,485984265,zero_貳_,5,保密,刚出的，热乎着呢,2024-10-10 17:56:29,1,2,,未知,是,https://i0.hdslb.com/bfs/face/2bf81d2a24b479811bcf3c65974bd684ad016440.jpg,Neutral
83,0,244299876848,3546654854613606,蜥蜴妹妹来了,4,保密,我也出过,2024-10-10 16:26:35,0,0,粉丝群619063683加了粉丝群可以一起玩哦~,未知,否,https://i0.hdslb.com/bfs/face/f4a364d199c06b2c301ae8e213ce794d290c60c0.webp,Neutral
84,0,244068054785,289432381,爱胡闹的兔子,5,保密,对，保险不出货[吃瓜],2024-10-10 03:39:19,0,0,,未知,是,http://i1.hdslb.com/bfs/face/18e1efa17d3e93ec9fe6464486936d5dcc993fa2.jpg,Neutral
85,0,244056091889,28572475,王庄周者,4,保密,三角洲所有的地方都有可能刷大金，前两天我在小火车站摸到了曼德尔超算。。。。。。再医药物资堆摸出来呼吸机，在人机包里摸到军用炸药，在水泥罐车摸到金条，在桌子上摸到钥匙卡和小金，就是没在保险柜里摸过红[喜极而泣]也不是到是不是因为普通地图爆率太低的原因。,2024-10-09 22:13:41,0,8,,未知,否,https://i1.hdslb.com/bfs/face/bcfafb9016c824e435de6161c307479ee07943e7.jpg,Neutral
86,0,244197449072,544836143,孤-云-野-鹤,5,男,鸟窝，井盖，垃圾桶，这仨就是三角洲三幻神，里面啥玩意都能给你开出来，鸟窝里出手机，垃圾桶里出相机，井盖里出金币[笑哭],2024-10-09 09:59:09,3,6,,未知,否,https://i2.hdslb.com/bfs/face/e8031c531cd84a9d198f25a70e079a1c2fbdb560.jpg,Joy
94,0,243983657297,43767352,谁冲谁短一厘米,6,男,[滑稽]刮地皮的时候，有人开了钥匙房没拿60万的卡被我给刮到了,2024-10-08 17:47:27,0,1,,未知,否,https://i1.hdslb.com/bfs/face/40c2c239eb541ecd5c4a2f3fe53a05895af7f488.jpg,Neutral
95,0,244155044768,652219125,超级至尊无敌沙糖桔,5,保密,概率高吗,2024-10-08 16:18:10,0,1,一个元²,未知,是,https://i0.hdslb.com/bfs/face/2c361afe06b3eb270fde867c137f4bd0e3d5914d.jpg,Neutral
96,0,243977394369,3537106422991771,小深渊是幼化古神,5,男,九保险箱要做多少个任务,2024-10-08 15:38:43,0,1,死亡带走我吧我只是个残次品牺牲品廉价品世界抛弃的尘埃负面的容器被抛弃之物快带我走没人爱我人人欺凌我我恨世界世界抛弃我我抛弃所有东西包括自己,未知,是,https://i1.hdslb.com/bfs/face/9ef57e97aa199078e9b6671ae7d6eba2c0276a03.jpg,Expectation
97,0,244147430560,343280700,闪电喵啊咩,5,男,这游戏主播的掉率就很高 不然没吸引力从而可能看直播的人不会玩,2024-10-08 14:37:21,2,0,,未知,否,https://i0.hdslb.com/bfs/face/ebfc0cbc6f81c17ae00b3a5a3951f9b4eb4f0247.webp,Expectation
98,0,243945760273,11064598,修改昵称须6枚硬币,6,男,这些是机密还是普通,2024-10-08 07:50:18,0,1,,未知,否,https://i1.hdslb.com/bfs/face/f4533ef0168e0541b0ff210bb6941820830e9472.jpg,Neutral
99,0,243923412897,640800757,红尘烟雨梦相思,3,保密,有同款神秘代码 @tianhenb6,2024-10-08 00:34:45,0,0,,未知,否,http://i1.hdslb.com/bfs/face/6e7ee177b5cc681b9609c07f8d5eb574b52d409c.jpg,Neutral
100,0,243904622833,3546729959918095,哈夫克士兵长,3,保密,离谱,2024-10-07 14:36:04,0,0,,未知,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,Disgust
101,0,243899771409,661207394,牛马小藏cang,5,男,我不明白[doge],2024-10-07 13:31:25,0,0,,未知,是,https://i2.hdslb.com/bfs/face/0f935f3024afa2ca61ce492f9574b3b7ccad2368.jpg,Neutral
102,0,243879177889,299181274,喜欢我练习两年半吗,6,男,零号里行政大厅进去前的保安亭有几率出金 我摸到好几次了 大伙留意下 不要一股脑全往房里冲 [doge_金箍][doge_金箍],2024-10-07 09:01:14,0,0,你所热爱的就是你的生活。,未知,否,https://i1.hdslb.com/bfs/face/fbc3dffc25526435fdb12cb89690d6fc0ec9d977.jpg,Expectation
103,0,243877143249,3494380077845082,ch宥宏,4,男,想问怎么检视背包物品,2024-10-07 08:31:04,6,2,QQ交流群：459841540,未知,否,https://i0.hdslb.com/bfs/face/024fd1057ddced829a45d92a5cd034723daa9bfa.jpg,Neutral
104,0,243870931025,1051534856,要球please,5,保密,今天刚在弹药箱里摸出来一个军用炮弹 给我整懵了[黑眼圈_金箍][doge_金箍],2024-10-07 06:58:03,1,0,,未知,是,https://i2.hdslb.com/bfs/face/49b6afefa2bcfb5ce6fc26468e70eee8e19a4648.jpg,Surprise
105,0,243839443409,158309681,云端的旅人,6,男,中控楼演讲台刷钻石,2024-10-06 19:30:47,0,2,,未知,否,https://i2.hdslb.com/bfs/face/4a81e0943cac88bd3d81defe4f06ce30dc6dc725.jpg,Neutral
106,0,243820991713,3461572674455679,Dolphind_GE90,5,男,good,2024-10-06 14:16:36,0,1,航空爱好者，以剪辑视频为主,未知,否,https://i0.hdslb.com/bfs/face/68267662c918b7d928d9e31548db6c6496d43d93.jpg,Neutral
107,0,243974138272,8453316,Nteの给大伙大大大滋崩,6,保密,我也说一个，行政区门口的集装箱有个武器弹药箱，在里面有概率刷出个军用炸药，愿大伙都能次入百万[脱单doge],2024-10-06 11:48:04,0,0,,未知,是,https://i0.hdslb.com/bfs/face/546ea7bdfdacec96d86555469b83d08780f24e08.jpg,Expectation
108,0,243785387633,547546053,这只是一个误会,5,保密,放心的会改爆率的,2024-10-06 06:53:35,0,1,也许吧，就这样了,未知,否,https://i0.hdslb.com/bfs/face/a154ce82deb8c71c99f179981d809b8021babca6.jpg,Expectation
109,0,243769627553,29370859,懵逼如此之懵逼,6,保密,没钱打不起架就算知道点位去了也拿不出来,2024-10-06 03:16:19,3,0,,未知,否,https://i1.hdslb.com/bfs/face/aa27b38f35e79d76f1b70f16e79ceec3dc472f3b.jpg,Sadness
110,0,243922991888,436340546,旅行的刀客塔白夜但丁,6,保密,监视怎么弄的,2024-10-05 23:58:24,0,0,我自幼B站白嫖，更能体会三连之苦。,未知,是,https://i2.hdslb.com/bfs/face/e9d40faa3231ef4ba7bcf40ed9ec93ba89cc8b47.jpg,Neutral
