序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像,emotion
13,0,260864380800,247448014,木龙土兀之术,4,男,找队友，鼠鼠玩盾卫，只吃剩下的[脱单doge],2025-04-20 11:35:20,0,0,,未知,否,https://i1.hdslb.com/bfs/face/b8d569187c8a81ea2c07d0ffa9b5cc133e5ab235.jpg,Neutral
14,0,260771162208,454128548,GBC第一突破手安和昴R,5,男,@Ashes_BR 看会低脂小视频[doge_金箍],2025-04-19 11:17:48,0,0,不惹事不怕事，不咬打火机,未知,否,https://i2.hdslb.com/bfs/face/8818c4a953fd8f4aa5a8fd5c42719d32e0b6dde1.webp,Neutral
15,0,259315424097,397761754,是Bacon啊,5,男,@diio-chara,2025-04-12 07:26:23,1,0,无止境的事会头疼，布洛芬也没用,未知,否,https://i1.hdslb.com/bfs/face/0ace92111c338b55404fd0f6db20a1b2b62e7be6.jpg,Neutral
16,0,259284252097,18108975,云凌柯丶,6,保密,@一只知南- @打脸不怕疼 前几天我跟老焦去抓对面屋里的人 老焦把我虎墩挡回来了,2025-04-11 23:06:42,0,0,,未知,否,http://i0.hdslb.com/bfs/face/2e3cafc57042d94110f76e5bdc5ff67cae0b7109.jpg,Neutral
17,0,259930834848,1393233915,缇碎花c,5,保密,昨天还是前天刚遇到，发射区威龙开局丢c4，丢到深蓝身上，深蓝跟着他后面跑给他炸了，然后威龙就骂深蓝，深蓝就说威龙，发射区复活不到五秒钟，这把游戏就已经没法玩了。威龙开局等丢包，深蓝勾搭鼠鼠，一直骂到我撤离了还在互相骂。,2025-04-09 05:55:05,0,0,真心愿换来真心,未知,否,https://i0.hdslb.com/bfs/face/9440553aa543fc5aa2720507c96831e54131ebdb.jpg,Anger
18,0,258244702241,3546561923517298,3景奥利奥7,4,女,这个佐娅就是一个长得好看，智商低，行动能力低的笨女人 长得也就比露娜好看而已 智商是真的低，之前我匹配了一个佐娅。结果这个用佐娅的队友先死了，我一个用红狼的一定要救一个医疗兵，简直是搞笑,2025-03-30 05:24:36,0,0,羅伯特朗尼沃克格蘭西托尼,未知,否,https://i1.hdslb.com/bfs/face/fcfe432c52e63907236c5bbfff7f0ec63eb66b30.jpg,Disgust
19,0,258984174896,3546716980644038,花菜糕手,4,男,三角洲新人UP主，笑麻了,2025-03-29 06:16:43,0,3,"做人最重要的是当然是开心咯！三角洲粉丝群：965241252
不关注后面就找不到咯！
",未知,否,https://i2.hdslb.com/bfs/face/7f75f1955825a9ecb97a5b66641b73c8a99f844c.jpg,Joy
20,0,258005249761,25985593,六夜藏雨,6,男,看到威龙我还以为有挡威龙c4的剧情,2025-03-27 08:43:23,0,0,今夜无月 唯我独在,未知,否,https://i1.hdslb.com/bfs/face/39314831c055eb14c7ab4c18a630230fb479ebf6.jpg,Expectation
23,0,258783903344,356003221,睡神G11,6,保密,@铠冢霙世界第一 @W丶wwwwww @一只逮虾户路过的豹1,2025-03-26 18:18:11,0,0,命中注定,未知,否,https://i1.hdslb.com/bfs/face/2d39d42d4b04f2971568cfe5e9473539a7de9aca.jpg,Neutral
24,0,257793672257,436533190,Floppy1,5,男,"队友威龙:开局两个C4直接快你们一步猛吃保险！
（两颗C4其中一颗贴在了我的身上）
我:猛攻！！！！
队友:你不要过来呀！！！！！
我:我要把你崩飞！
…………
拉我一把，我需要急救",2025-03-24 13:47:09,0,0,,未知,否,http://i1.hdslb.com/bfs/face/592447a8b6fd2ccb1400e2f526b9b0004a4e5b5f.jpg,Joy
25,0,257785608337,1752321485,裂了啊艹,5,保密,后续呢？我要看蛊背着俩磁吸炸弹追着威龙跑[doge_金箍],2025-03-24 12:04:08,0,0,,未知,否,https://i2.hdslb.com/bfs/face/b9f66b0e880934aa0ae17d1fb6e8d961df017fdb.jpg,Expectation
26,0,257629457889,3546657077594670,专业发烧16年,3,男,谁来告诉我怎么打,2025-03-22 13:38:36,0,1,,未知,否,https://i0.hdslb.com/bfs/face/80e9b5843391c26ed3b69c4d462780bc39f91ab4.jpg,Expectation
27,0,258414456416,305876131,星宝不是萌妹,5,男,诶～这我就要提出一个四字游戏，可以自己烟扫[脱单doge],2025-03-22 10:11:48,0,0,,未知,否,https://i1.hdslb.com/bfs/face/ebe2ba213760806e17a11cdcc78f0cce93f49be2.jpg,Joy
28,0,258413371152,2113555815,秋望落雁鸣,5,男,今天和朋友玩红薯🍠窝，我们两个都是卫龙，他打一个虎蹲炮，结果我一个冲刺从他面前飞过去，把虎蹲给反弹回来了。没错，卫龙的虎蹲能被队友弹回来我还是第一次见[大笑][喜极而泣],2025-03-22 09:58:58,0,1,未雨绸缪,未知,否,https://i0.hdslb.com/bfs/face/9256dde0ecce32e1d5596a8f72ec92377eea68ec.webp,Joy
29,0,258384465392,325958733,犹如光阴之过客,6,保密,像风衣这样的故事兄弟我是没有的[笑哭]愿意呵兄弟一起跑刀好不好嫌弃你得上哪找去,2025-03-22 03:41:54,0,0,"夫天地者，万物之逆旅，光阴者，百代之过者。
天地光影之间，你我皆尘埃，生死如蚁灭，又有何惧之有？",未知,否,https://i0.hdslb.com/bfs/face/a892324ca1ad89d8a4648e226f0711f2a112aaa6.jpg,Joy
30,0,257556117377,454577589,IIcho,4,保密,好抽象👁豪砍,2025-03-21 16:03:14,0,0,?321启动超载模式??321启动超载模式??321启动超载模式??321启动超载模式??321启动超载模式?,未知,否,https://i0.hdslb.com/bfs/face/a31e671c3f07aca72347933118b626fe6e8ff8f3.jpg,Neutral
31,0,258173645312,101701701,星伊夏纪,6,保密,@知己如音 不要笑挑战吗？有点意思[崩坏3_路过],2025-03-19 11:07:35,0,0,喜欢派大星与海绵宝宝的性格，却过着章鱼哥的生活..,未知,否,https://i0.hdslb.com/bfs/face/172c827eb87683f380db28af3058c40ca0e1ed75.jpg,Joy
32,0,257104255569,3546632083737554,蜥特乐了,4,保密,真的，这种情况我太熟了[笑哭]挡我两个火，还挡我炮，能打过的，就因为这个我倒了，剩他一个菜逼和一个朋友直接被暴打[笑哭],2025-03-16 01:31:33,0,0,,未知,否,https://i2.hdslb.com/bfs/face/1b3cc6e36c9fba394229a51480ef38a6ed127fd3.jpg,Joy
33,0,257828073440,3546713493080826,666子young,3,保密,这样的话威龙的c4是不是也能贴在队友身上，让队友可以像自爆兵一样,2025-03-15 08:00:50,0,0,,未知,否,https://i0.hdslb.com/bfs/face/bc8568f375a3c30a1345ad532b66344ed4fb618e.jpg,Expectation
34,0,257019901329,160734275,我不是雨落,5,保密,深有体会，带个唐币队友还真不如单三，打架少个人舔包多张嘴。,2025-03-15 02:45:02,0,0,,未知,否,https://i2.hdslb.com/bfs/face/0e7b58e74a0e0893b422b936b08d06e5edc8c548.jpg,Disgust
35,0,256997060769,1125664866,adequatebee2,4,保密,@焰の军火商 @壁虎蛇 @胡堂主之客卿,2025-03-14 16:08:19,0,0,,未知,否,https://i0.hdslb.com/bfs/face/6348955b7a25be2fc86c82f7083d52ecd1bec24f.jpg,Neutral
36,0,256990023169,31092866,MardBoomb,6,男,啥视频改的，想看，感觉有点阴间。,2025-03-14 14:43:56,0,0,别看了，都不知道拿什么给你看。,未知,是,https://i2.hdslb.com/bfs/face/d5493281f34a26c28300237560cf153e9c900ff6.jpg,Disgust
37,0,257512017072,1467149424,MC一把钻石剑,6,男,希望出一个你和队友威龙跑刀，你为了扔C4增加移速扔不小心扔到队友身上了，然后队友追着你跑把你炸死了[笑哭],2025-03-11 10:37:08,0,1,大家好！我是初中生up主钻石剑，是鲤鱼的1号粉丝，最爱玩的游戏是我的世界，因学业问题，周一到周五可能会拖更，请大家谅解～,未知,否,https://i0.hdslb.com/bfs/face/06bba27fafbf2a925b9c40735f6356990e8d1e90.jpg,Joy
38,0,257409561936,3493115505675018,最囍欢的一集,5,保密,@机器工具人 听歌识曲,2025-03-10 04:29:38,0,0,,未知,否,https://i0.hdslb.com/bfs/face/c080c1fca7d81a7ec35a832b14e7477666fe5c74.jpg,Neutral
39,0,256479580385,496149094,能打一发是一发,6,男,昨天打，有个侦察兵往管道里塞了一个复活点，然后队友复活过去被对面一个人一把枪，一发弹夹全端了，全都是排队吃枪子，直接前功尽弃,2025-03-08 05:35:06,0,0,。,未知,否,https://i1.hdslb.com/bfs/face/f8d95befcc937b7d7e27a8e59245be0638557bb1.jpg,Regret
40,0,256378947569,5087,十六夜ほし,6,男,最后来个彩蛋 威龙炸药被女医挡了然后女医追着威龙跑节目效果拉满,2025-03-07 00:36:38,0,1,,未知,是,https://i2.hdslb.com/bfs/face/1902dc40c21900f64ba36ac3dd6339a0065be4f5.jpg,Joy
41,0,256932739168,3493091134671314,没钱的猫-喵,4,保密,我想看威龙，刚刚出完头，一会儿c4被挡了,2025-03-04 08:19:14,0,0,,未知,否,https://i2.hdslb.com/bfs/face/a82cad4dad2cd7299122f97631835dd0db4f6458.jpg,Expectation
42,0,256176049441,161102084,你家的小荒,6,男,@你家的小比 @你家的小博,2025-03-04 08:01:11,0,1,,未知,否,https://i2.hdslb.com/bfs/face/c8a8a331d0cb2e009584851f45b12a793acd2bb6.jpg,Neutral
43,0,256054144961,3493287029639661,Foxnochis,4,保密,哦，根据我个人的看法，女医生只有在烽火里面好用，蜂医在烽火里面确实是没有女医生好用的，主要是被动太强悍了。看过很多护航打架，都是让老板带女医生[笑哭]女医生大战场真的一坨，像蜂衣这种就是经典Pro哥，只要我不死，我就无限捞（喜欢我烟中恶鬼吗？孩子们）[doge],2025-03-02 15:08:48,21,32,,未知,否,https://i0.hdslb.com/bfs/face/e51c51b05e2f8630cbfd1cc0f04d190813736071.jpg,Love
44,0,256564039408,270865827,樱庭和歌-,5,男,@哀与默,2025-02-28 04:08:43,0,0,这个人很帅，什呢都没有写,未知,是,https://i0.hdslb.com/bfs/face/082507cdfde59ef874313eeb49d5dc22aee57f53.webp,Neutral
45,0,255753056481,12411882,Aureliano上校,6,男,威龙为什么没把炸弹丢队友身上被炸,2025-02-27 06:55:04,0,0,,未知,否,https://i0.hdslb.com/bfs/face/8552e94b4aeb25778da088dfc62802205e3e05a2.jpg,Regret
46,0,255746477617,21590050,仙草冷茶,5,男,已知盾哥在下楼梯右键会冲出去会飞出去一段很长距离，有没有人玩过给盾哥身上塞上电箭和c4，盾哥板载冲锋创死一窝的对局,2025-02-27 05:08:41,0,0,,未知,否,https://i1.hdslb.com/bfs/face/0d830d4189a21bd91a50b2955cd099404b5c34f3.jpg,Expectation
47,0,255615963745,381673952,玄色梦语,6,男,结尾bgm是什么,2025-02-25 11:24:19,0,0,无念的仙灵,未知,否,https://i2.hdslb.com/bfs/face/3cacb8651635e44dcc2bb9c17445966c543142a9.jpg,Neutral
48,0,255496601217,354586572,大聪明永梦,6,保密,@依哈 投稿一段内容，三个人猛攻巴别塔侧面勾锁上去，两个人对象死了，剩我一个往门口随手扔出了一个c4，正好有个威龙喷气出来接上了，然后他往回跑，把他一个队友炸死了[笑哭]直接一个c4炸死两个人,2025-02-23 21:02:38,0,0,,未知,否,https://i0.hdslb.com/bfs/face/007a1d1d9ae4f05a0d7740a6a458ec000ad2a224.jpg,Joy
49,0,255231330913,433479657,樱狼亿生推,6,保密,我应该反思，为什么会刷到这个视频？,2025-02-20 17:20:27,0,0,,未知,否,https://i0.hdslb.com/bfs/face/7e7e9cba7543e36a08620638847ffbd2eec2b29d.jpg,Regret
50,0,255178283473,104435677,爱看书的绝绝子,6,男,再加个呜噜噜，刘涛看见都得哆嗦一下子,2025-02-20 05:39:29,0,0,爱一个人，就要牢牢地抓住她，因为只有和你在一起，你才能知道她过得幸福还是不幸福。,未知,否,https://i1.hdslb.com/bfs/face/5fc3785fdd78a08e72c15af4550a7bee2d1ebd1b.jpg,Neutral
51,0,255096915505,350720580,桃源冢,6,保密,威龙没被自己粘在队友上的c4炸死我是不认可的,2025-02-19 06:22:50,1,1,普普通通,未知,是,https://i0.hdslb.com/bfs/face/2ed0f6b4a8c5bc96588328043719026676f719cb.jpg,Disgust
52,0,254878409025,110173963,神威-灵装,6,男,上次看到一个抽象的，对面威龙虎蹲，我方威龙一个喷气把虎蹲炮炮弹推向我方成员一炮炸仨,2025-02-16 12:48:45,0,0,柴火的往日，烈焰的今时，皆为永不回头的生命,未知,否,https://i1.hdslb.com/bfs/face/e0580993e1bacce201c03d364e5765fc50b74b09.jpg,Joy
53,0,254821344833,692758261,不道的是什么情况,4,男,威龙组合技自爆步兵，疯医加金卢娜组合技穿烟，乌鲁鲁组合技我让你撤才能撤，盾加乌鲁鲁组合技烧烤，[doge]如有更多欢迎补补充,2025-02-16 00:30:47,0,0,"每个人的生活都有不如意
但总归要好好生活尽孝顺
愿看到的人放下一切烦恼快乐每天
本人小画渣，看小说
互联网的精彩使我的画技旋转",未知,否,https://i1.hdslb.com/bfs/face/452753b499a475ac5b952553851bd3a1cb56da37.jpg,Joy
54,0,254747230721,260210389,不明觉厉的轩某人,6,男,一梭子乌鸡蛋全打队友身上才是真红温,2025-02-15 05:10:53,0,0,Ciallo～(∠・ω< )⌒,未知,否,https://i1.hdslb.com/bfs/face/c8891e280f8cfe625ff8b4689b9f89819f928cdc.jpg,Disgust
55,0,255423183024,3537113899338526,o安静的路人o,4,保密,连丢两个火都被队友挡住,2025-02-15 01:08:41,0,0,,未知,否,https://i1.hdslb.com/bfs/face/40ff3d01413a48ee4c6febf9b98cf479824552a8.jpg,Sadness
56,0,255201542208,2048519106,星月流风,5,保密,想起来玩乌鲁鲁的时候巡飞弹弹到自己[笑哭],2025-02-12 14:26:57,0,0,,未知,否,https://i0.hdslb.com/bfs/face/865843ad067f01543be667acb9d8422cc61ae688.jpg,Joy
57,0,254470391633,3494376328136957,自我从何而来,5,保密,所以我玩露娜都会离队友很远[笑哭],2025-02-12 06:21:46,0,0,我们常常在想这样一个问题：自我从何而来？我们被产生，我们在成长，我们会终结，我们会新生。我们就像是果子的籽变为树，重复产果取籽成长老死,未知,否,https://i2.hdslb.com/bfs/face/2908c6037e7cb2ae7f36e4f48d930facc9c15041.jpg,Joy
58,0,255046593840,271912110,纵欲与欢愉之神色虐,6,保密,我红狼榴弹被挡回来好几次了,2025-02-11 05:34:22,0,0,,未知,是,https://i0.hdslb.com/bfs/face/068869f1abe0d1b4111be29017ae2029c1da2e90.jpg,Regret
59,0,254217411329,1201713670,大帅比2333,5,保密,好奇，你这个是怎么做的,2025-02-09 13:42:11,0,0,,未知,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,Neutral
60,0,254181144561,72615473,特洛希尔,6,男,投稿:很邪门的一把，我和队友两个人巴克什绝密，开局复活浴场，这把有砖，破译在停车场和集市，我和队友搜完浴场，砖在地图上从阿萨拉营地开始移动到集市，我和队友刚好到停车场，砖那队没在集市破译，直接冲停车场过来，我和队友两个麦鼠鼠被追着打没办法只能从博士撤离点那边进塔，我寻思着外面应该没人了他们不会追了也该回去破译了，结果砖那队跟着我们屁股追进塔，塔里还有一队全刘涛，我和队友说，砖进来了，我们可以出去继续搜了，结果我们绕到另一边出门，砖也开始向外面移动，我和队友又跑了进来，砖又跟着进来。我和队友在塔里瑟瑟发抖，然后砖那队撞上塔里全刘涛队枪声爆炸声整耳欲聋，直接砖都被打掉了，我和队友才又偷偷出去继续搜。没搞懂他们不去破译追着我们进塔，后来想想可能有个赛季任务带砖杀人，想欺负我们鼠鼠，结果撞上刘涛了，最搞笑的是，塔里的和带砖的那队最后一波闸都没出来，我和队友最后一波闸在撤离点都准备遗容遗表决一死战，结果飞鼠和丢包名额都在，刘涛大哥们全迷失在里面了[doge],2025-02-09 06:37:18,0,4,(。・`ω´・),未知,是,https://i2.hdslb.com/bfs/face/1fd092973d0ca5b6214567534ffb9ecf87b5b32e.jpg,Joy
61,0,254706158976,19510830,ANON-CHlHAYA,6,女,来航天试试[doge],2025-02-07 15:13:23,0,0,还在go还在go,未知,是,https://i0.hdslb.com/bfs/face/c15b6d6945f7e7120c73066cb27854c82adedd10.jpg,Neutral
62,0,253846747121,483546564,鸠鸠今天也没有得吃,3,男,"没人要蜂医主要是疯医太多了，个人感觉玩好了比佐娅好用，佐娅能帮队友的就一个肾上腺素，没了
蜂医能拉长烟掩护过点，远距离回血给止痛，还有高贵的高额自奶，除了对技术和意识有一定要求外没什么缺点（进攻？你一支援要什么进攻型技能？想进攻喊上你朋友玩露娜烟中恶鬼流）",2025-02-05 14:27:50,32,360,,未知,否,https://i0.hdslb.com/bfs/face/c49cfbe2c66f3e6568ec5fbcceeae755022da332.jpg,Love
117,0,254454122880,1114121414,让大米粥不在单调,5,女,byd一进来就绷不住了,2025-02-05 04:47:20,0,0,这个人很神秘，什么都没有写,未知,否,https://i2.hdslb.com/bfs/face/924fc292b7ac38bca51823437594463b8ca312f0.jpg,Joy
118,0,253752771025,638391589,15874955,5,保密,往深蓝上面射电箭。,2025-02-04 14:13:55,0,0,,未知,否,https://i1.hdslb.com/bfs/face/c8e351fae07a9b838c15c52c97a8b426da00625c.jpg,Neutral
119,0,253743880561,233858079,账号已注销,0,保密,侦察兵这一块,2025-02-04 12:37:52,0,0,,未知,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,Neutral
120,0,253741693969,1016892950,凌伊秋雪,5,保密,咦嘻嘻嘻O(∩_∩)O,2025-02-04 12:13:59,0,0,今天也是活力满满的一天涅⊙▽⊙！,未知,否,https://i2.hdslb.com/bfs/face/b163705d0fd6ae0376b91f3ae469d874132987a1.jpg,Neutral
121,0,254191140800,1583862825,宇留,5,保密,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈洲爷我成阿了,2025-02-02 09:13:19,0,0,,未知,否,https://i0.hdslb.com/bfs/face/9e3803095b1bfe3ede74bf1c097f6650ebde7cfd.jpg,Joy
122,0,254161854592,176477435,嗜睡de土豆,6,男,@是晴阳啊_,2025-02-02 03:27:14,1,0,"一个习惯左手打3的奇怪PBer
PB萌新求眼熟
开学月更（大概），平时一月双更
高中党",未知,否,https://i2.hdslb.com/bfs/face/d886b97944a05269ed4af1dc0ffe5d939f008660.jpg,Neutral
123,0,253255560817,3546619783941076,152mmM10,4,男,"我之前有次大战场玩医生,我看到旁边有人倒,不知道哪来个威龙把C4贴我身上我还以为是扔地上了,结果把队友也给炸死了[笑哭]",2025-01-30 06:03:24,0,0,Я люблю носорогов.,未知,否,https://i1.hdslb.com/bfs/face/709ab0481d595ce99498c1bb376f13bbd9784803.jpg,Joy
124,0,253874539056,160413341,烛光与浪沫,6,男,这不是我们卡拉比丘的烟刀吗？下次记得标明出处[doge_金箍],2025-01-30 01:57:08,0,0,当你打开我主页的那一刻，你就已经输的很彻底了，我的观点像刀刃一样已经深深扎进了你的心里，你试图反驳我可是你无能为力。,未知,否,https://i2.hdslb.com/bfs/face/2e4a98bdb82ca905303697f070434126423664ec.jpg,Neutral
125,0,253117642225,3493111246358589,hfcbhfhhfvjf,3,保密,蜂医的烟+侦查箭=透视,2025-01-28 14:10:05,0,0,,未知,否,https://i0.hdslb.com/bfs/face/bf12cf8e04684018d7585c444d94efd57846aab7.jpg,Joy
126,0,253661685536,24502039,TasselWishee,6,女,蜂哥真兄弟,2025-01-27 15:30:10,0,0,,未知,否,https://i1.hdslb.com/bfs/face/c3ab78e5f02afc8a5714ee124464bd83d77279d3.jpg,Love
127,0,253084742976,180642516,小生猫又_,6,男,这么唐吗,2025-01-22 01:59:45,0,0,relax！！！,未知,是,https://i0.hdslb.com/bfs/face/deb78db852f5dcc44df565c082fe639b5dc64121.jpg,Disgust
128,0,253007880816,259113528,叱咤鱼海月光猫,5,男,战场队友封烟，真的封得一言难尽[笑哭]对面视野没遮住，把自家人视野全挡完了,2025-01-21 08:06:00,0,0,s宝，别联系我了，我怕e宝会伤心,未知,否,https://i0.hdslb.com/bfs/face/b51f11f8ab3e54a3ad1ec4297dd5e0d7abe7eb9f.jpg,Disgust
129,0,252350935825,302662298,摇曳鳗鱼,6,男,@嗨嗨嗨psy,2025-01-20 14:39:43,0,0,抽象！混沌于一体的鳗鱼（悲）,未知,是,https://i2.hdslb.com/bfs/face/412adea497c955be874a5dbc13ea756cfd2fde91.jpg,Neutral
130,0,252129784689,1900571071,sekiro-wolf,5,保密,小学生频道,2025-01-18 06:18:09,0,0,,未知,否,https://i1.hdslb.com/bfs/face/88d1fba9f9e13cbce4ce47ae2eb3911f5e688532.jpg,Neutral
131,0,251927113809,32969074,青云皮皮云,6,保密,往固排队友身上贴过c4，主要是看见三人小队开售票处办公室的卡，刚进去，打已经来不及了。往他身上贴两c4，让他冲进去[嗑瓜子],2025-01-16 00:57:32,0,0,,未知,是,https://i1.hdslb.com/bfs/face/defbd19d8ab01c39949820d7b1763ee52bafa59f.jpg,Joy
132,0,251338296353,185545396,薄伽丘-money,5,男,我一直有个问题，为啥战场玩医生的不咋救人呢[捂脸]只知道往前冲,2025-01-09 00:36:18,27,49,一直在路上,未知,否,https://i1.hdslb.com/bfs/face/ec0742e3f71b9b2c4009f0f798e67d4a4b4eebc7.jpg,Regret
133,0,251232146097,49947772,玖长珮,6,男,不是磁吸贴佐亚身上，佐娅回去找威龙我不是很认可。,2025-01-07 14:05:13,0,0,,未知,否,https://i1.hdslb.com/bfs/face/2daf0fd4f904e23db7795dc91b2e656ebc954176.jpg,Disgust
134,0,251557496640,382151312,TTaaamm,5,男,有的人就是，打人也不打，就挡队友,2025-01-05 04:39:39,0,0,保持清醒(-o-)zZ,未知,是,https://i2.hdslb.com/bfs/face/64d45bf328605e2c9b1b183b63ddfda20c020f76.jpg,Anger
135,0,251237808768,5048247,豪言の老奶奶,6,男,不行了up这个配音声音好贱啊哈哈哈哈哈哈哈,2025-01-01 10:48:47,0,0,恢复视频制作。QQ：532558441,未知,是,https://i0.hdslb.com/bfs/face/b29a95df69215deb164a74bdabaa4fb5ee121399.jpg,Joy
136,0,250668424561,323573651,高贵的族人,6,保密,@酃鋆,2024-12-31 20:09:56,0,0,你在看什么东西啊,未知,否,https://i2.hdslb.com/bfs/face/c633221b294858dd7f82ac835b19a6f32daeb0e1.jpg,Neutral
165,0,251116277424,3546580472826407,佬十六,4,男,真正的佐娅,2024-12-31 04:55:24,0,0,宇宙无敌拖更糖人,未知,否,https://i2.hdslb.com/bfs/face/5e043105eb5333a03006d241eec1f3163bd765e7.jpg,Neutral
166,0,250368499057,1750561074,没有忘记约定,5,保密,@机器人工具 听歌识曲  1：2——1：15,2024-12-28 08:02:09,0,0,,未知,否,https://i0.hdslb.com/bfs/face/7cf1af0362f4a0d0d9efe7e4f1139bed6fdd03c4.jpg,Neutral
167,0,250868650896,37429234,北极熊也会忧郁捏,6,男,之前有一次准备冲西楼，队友两颗C4成功让我退了回来，太6了只要开打了那雷不管不顾自己人也炸了,2024-12-28 07:37:37,0,0,,未知,否,https://i1.hdslb.com/bfs/face/bd3be51d3bd7fcea8436df6a79ec55e304173f31.jpg,Joy
168,0,250292452577,361096750,辰子ccccc,5,女,玩猎枭的爽了[打call],2024-12-27 09:11:39,0,0,,未知,是,https://i1.hdslb.com/bfs/face/6746b4f1a45355e8c342d126e702d7259cf00073.jpg,Joy
169,0,250060355073,227445450,感谢女菩萨,6,男,我有次，队友身上有两个C4，他追着我跑，我们三级四级套被一个跑刀威龙团灭了，出去之后差点笑死。,2024-12-24 10:27:34,0,0,抑郁老年人日常发癫，如有冒犯还请指正,未知,是,https://i0.hdslb.com/bfs/face/e71478c6a97931b14c00dec1af24362a4b85fcfb.jpg,Joy
170,0,250052616241,364755450,青烟缭绕的江南,6,男,我之前一个C4贴对面身上，对面直接往我这跑把我一起炸死了[笑哭],2024-12-24 08:43:29,0,0,桃李春风一杯酒，江湖夜雨十年灯,未知,否,https://i0.hdslb.com/bfs/face/d34e636e23afe11dee7fb5513a115db3db0ba309.jpg,Joy
