序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像,emotion
14,0,245473243665,546366997,野浪鬼death,6,保密,三角洲烽火模式雷达狗一堆还封不了,2024-10-28 23:33:16,0,0,别被他人的梦想形成的风暴卷的迷失方向,未知,否,https://i1.hdslb.com/bfs/face/6bc9f52bba31b5c3118b77406800673b8f0c6f9d.jpg,Disgust
15,0,245447976561,3546774654421884,山雨peti朴,3,男,三角洲起码比我花30买的战地1好玩，挂个加速器都有80以上延迟，沙威玛是什么狗屎游戏免费我都不玩,2024-10-28 13:09:39,0,0,,未知,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,Disgust
16,0,245694234560,3546697523268221,zki11,4,保密,藤子宣传闹麻了，金摇杆帅！,2024-10-28 10:47:21,0,0,能不能冷静一点,未知,否,https://i2.hdslb.com/bfs/face/88cda1c24118fb877ce98179301fe7b802a0d1ab.jpg,Joy
17,0,245682428656,337048904,折翎,6,男,不知道为什么我真觉得三角洲比2042好玩，2042没多久就吃灰了，三角洲我玩的很上头,2024-10-28 07:54:02,0,0,,未知,否,https://i2.hdslb.com/bfs/face/80dd45fe29d34a8ef83cffde4a110a67774cb087.jpg,Joy
18,0,245416113889,614043554,小熊哈尔,5,保密,不用想啦，不会给嗒，黑猴子刨除咱自己人，还有多少销量？,2024-10-28 04:59:20,1,0,,未知,否,https://i2.hdslb.com/bfs/face/c9e7bec63d4b33d69a4b4c8b35f83d56a0ddd899.jpg,Disgust
19,0,245408483729,90209351,时雨阿伦桑,6,男,你把三角洲看作是新一代cf，而不是战地系列的竞品不就行了？简单好玩易上手。,2024-10-28 03:07:53,0,0,我觉得人吃东西好麻烦，所以我决定以后不吃东西了 (ﾟДﾟ)ﾉ,未知,否,https://i2.hdslb.com/bfs/face/63d650c0981bd38dfdc92c91822694f7fbd9186a.jpg,Expectation
20,0,245358878577,11013271,某眼睇,6,男,@SoooooEZ 三角洲那个确实,2024-10-27 10:01:50,0,1,累,未知,否,https://i1.hdslb.com/bfs/face/dd0585ba6ccfa6ca32d74c8b58d947aa188ae008.jpg,Neutral
30,0,245585297216,249872219,旭旭bro,6,保密,我感觉三角洲挺好的，我朋友之前一直叫我陪他玩塔科夫，我嫌太贵，现在瓦也不打了天天打三角洲,2024-10-27 04:00:18,0,0,,未知,否,https://i2.hdslb.com/bfs/face/30984752502e8b19bc327a75eb4421a8d9e049cf.jpg,Joy
31,0,245329583041,15481455,大爱德月,6,男,你就蹭吧，三角洲火不火你去网吧看看不就知道了？强调玩法，强调画质等等，那DNF收入也一样碾压你，不用开加速器还没有外挂，目前干员多免费，都不知道你何故而唱衰三角洲,2024-10-27 03:15:08,2,0,,未知,否,https://i0.hdslb.com/bfs/face/cd4eac0e6f9ae7a5c311471dc0ab5fc2d309c2ff.jpg,Anger
32,0,245571801968,589632902,丠の初,5,保密,攀升的d點真的難打，就是贏不了，四法核彈都沒打進去,2024-10-27 00:40:32,0,0,,未知,是,https://i2.hdslb.com/bfs/face/7f0253d82988d1c0775e3a9cbe81d2129e65c0f0.jpg,Regret
33,0,245563377664,45386447,尤文10号,6,男,这个游戏现在就是太照顾步枪玩家，大地图就没做好，除了攀升没有一张图是能够让狙击枪发挥出优势的。,2024-10-26 18:28:22,0,1,&#39;我从河北省来（雾˃ ⌑ ˂ഃ ),未知,是,https://i2.hdslb.com/bfs/face/bc6b0fd706b46a85923ec7555a96a60865e67057.jpg,Regret
34,0,245563205568,45386447,尤文10号,6,男,攀升这种图才应该多来点，这张图才真能体现大战场各司其职的作业。对点攻防让游戏突击兵过强了，你就是要铺烟推进一步一个反斜往前走。一个人往里冲一个转身就进巷子的图就不适合做成占领这种模式。大战场最重要的就是各司其职，工程机枪远距离短点修车，坦克远距离输出阵地敌人，医疗和突击协同突破，侦查绕后渗透信息支援。现在这占领这模式搞得动不动都是集中在窄口绞肉，这种图就应该做成攻防和闪击。,2024-10-26 18:21:44,0,1,&#39;我从河北省来（雾˃ ⌑ ˂ഃ ),未知,是,https://i2.hdslb.com/bfs/face/bc6b0fd706b46a85923ec7555a96a60865e67057.jpg,Expectation
35,0,245554874256,3546764206410640,不羡仙8848,3,保密,黑猴跟ZZZQ有啥关系？角色很好看？好看吗？,2024-10-26 16:01:34,1,0,加入二游毁灭派，关注有二不玩吧喵～,未知,否,https://i1.hdslb.com/bfs/face/e04063011e711eee119975b4ae52cd670fb75fe4.jpg,Disgust
36,0,245300221729,489560,endd,6,保密,酶过真是太坏了。,2024-10-26 15:16:34,0,0,,未知,否,https://i2.hdslb.com/bfs/face/33289317c66daa87f5cfb9551c9933d41418e2f4.jpg,Anger
37,0,245262236065,4081089,喵星人的one,6,保密,模拟游戏的受众多得夸张，我有个电脑都弄不清楚的朋友为了玩模拟游戏，各种学习，steam上只买模拟游戏，每晚准时上线玩[喜极而泣],2024-10-26 06:53:28,0,0,,未知,否,https://i0.hdslb.com/bfs/face/88c247388f8122c5204b28d19389627a5eb42c91.jpg,Joy
38,0,245208710513,442199553,丨五目炒饭之神丨,5,保密,"永劫，pubg，守望先锋，最开始的时候虽然都是买断，但是依旧爆火，后续买的人少了为了吸引玩家入坑选择免费。为什么呢，因为这种游戏打一开始他就是本着长线运营去做的，游戏会有内购买皮肤，会有后续的各种更新，新角色新地图新活动新玩法。

但是战地cod这种游戏他不是，虽然他有内购，但他本质只是为了买断的那笔收入，游戏的更新很少很少，往往发售时就已经有了这个游戏80%的内容，后续顶多出些小型更新，根本就没打算做长线运营。

他们的理念是赚买断费用，玩个几年，随便更新点内容，然后退出新作继续买断（虽然有内购但只是添头，因为他不打算长线运营，所以cod的组合包皮肤好看，价格也不会太高。）同样游戏质量必须高，不然买断玩家不买账。

质量高，但是日活并不多，因为游戏停更，玩家没有什么动力去一直玩，何况国内上个动视账号和ea账号都麻烦要死。

战地1和5停更好几年了，日活也就一两万，2042也差不多，cod还是出了个免费战区之后日活高到十万多。

apex也是国外的免费长线运营网游，他的日活就能够有二三十万，虽然现在ez作死，但也依旧能有十多万的日活。

大部分玩家都是希望自己玩的游戏能一直保持更新给自己带来新鲜感的。直接告诉你我后续不打算更新，很多人根本不愿意入坑
所以哪怕三角洲质量比战地cod低很多，但只要说得过去就会有很多人愿意玩，甚至消费几百块几千块 也不愿意去买cod和战地。
而且三角洲还有个好处就是更容易拉朋友一起玩，一直玩",2024-10-25 12:51:30,0,2,随便录点游戏，啥都玩，成分复杂,未知,是,https://i0.hdslb.com/bfs/face/1a8ce7bd36cfdee0b5f4285272ebb06742da55d7.jpg,Expectation
39,0,245203414865,28587276,结局美好就够了,6,保密,作为战地系列老玩家，其实三角洲的大战场攀升吧就是另类硫磺岛，无论是滩头还是最难的太君快乐洞基本体验是差不多的，至于贯穿就是和地铁那张图差不多或者战地一法兰克福要塞两边各占一个点中间抛榴弹扔垃圾，照抄了地图设计，没什么好吐槽的，只能说好坏都抄了，,2024-10-25 11:42:31,2,1,methylcellulose,未知,是,https://i0.hdslb.com/bfs/face/e71a2ad09cbbf4b25f041ab75d6a42e678521fa1.webp,Neutral
40,0,245447812640,397884031,小路人123,6,保密,《沙威玛传奇》能火起来是因为有特色，有亮点，而且最重要的点是还原了游戏的本质——给人带来欢乐。现在各种思想混杂，有不少游戏都夹带私货，想方设法教育玩家，向玩家输出价值观。《沙威玛传奇》就是纯粹欢乐，画风和玩法都简单，适应各个年龄层。,2024-10-25 11:26:21,0,0,,未知,是,http://i1.hdslb.com/bfs/face/f7a68959eee54611bd05336bf414ad9befd3788c.jpg,Joy
41,0,245446866176,3493258822945018,是是小小鱼哦,4,男,@三角洲行动,2024-10-25 11:16:33,0,0,,未知,否,https://i1.hdslb.com/bfs/face/f1ca6d94a4b8fc2d5a10c1999865a85f7d050d4c.jpg,Neutral
42,0,245197423601,325996856,温州大头蚂蚁,5,男,这个什么玛的，当年QQ空间的那个什么餐厅没比它好玩啊，   以前我可是花了时间来布局桌椅的。,2024-10-25 10:26:34,0,1,,未知,是,https://i2.hdslb.com/bfs/face/fb142769d7f8f41f495d56ed1e194a525884ae30.jpg,Regret
43,0,245429510080,8276601,何来何以丶,6,保密,我是大战场玩的比较多一点，有的时候见面就被瞬秒了，这种游戏感是很不好的。还有就是弹药补充问题，很多次弹药打完跑补给箱那按F没有用，你必须得停稳了在按才有几率补充，有时候狂按F，它上面会显示一个半透明得黑框，我知道补给箱有个20秒冷却时间，但是它补给的效率有时候真的看不懂，有时候你按一下F就给你补给，有时候你按半天没反应。在一个就是烟雾问题，有时候打的好好的突然全是烟雾，到处都是烟雾你只能扫，扫半天你又得去找补给箱。还有就是飞机问题，毒刺打飞机高于500米好像就锁不住，低于300米，它又显示低空隐蔽，小小的一个电线杆就能把锁定取消，又得重新锁。,2024-10-25 07:07:15,1,0,,未知,是,http://i0.hdslb.com/bfs/face/3fdd6a81d3d4fdcd8b7a92b54f3ae3332171ac78.jpg,Regret
44,0,245148955409,23280171,南湾湖土蚝,5,男,金池有了袈裟，他还是金池；唐僧没有袈裟，他依旧是唐僧,2024-10-24 15:40:37,0,0,,未知,否,https://i0.hdslb.com/bfs/face/f1aabcb90aad9329f10f5806bf34e7badf81a749.jpg,Neutral
45,0,245142315617,348486,DLM-Tamashii,6,男,刚打一局三角洲，发现有个队友0杀25死。到底什么样的人才能做到全场下来0杀还死了25次。,2024-10-24 14:05:24,3,0,Coding my life ...,未知,是,https://i0.hdslb.com/bfs/face/dec7247aafbdd89546bdb03508246d8e99729c10.jpg,Disgust
46,0,245134606657,348486,DLM-Tamashii,6,男,沙威玛传奇虽然是赛博上班但绝对不是牛马，毕竟你自己是老板，这叫“小资本主义”,2024-10-24 12:14:23,1,0,Coding my life ...,未知,是,https://i0.hdslb.com/bfs/face/dec7247aafbdd89546bdb03508246d8e99729c10.jpg,Surprise
47,0,245374626656,298773823,学会歼35消灭一切霉菌,6,保密,UP菜就多练，分均得分500多，也就比人机强点（可能都不如人机），去战地不更是薯条？,2024-10-24 11:44:29,0,0,禁止二次元杀软和OP沟通,未知,是,https://i1.hdslb.com/bfs/face/f77635b7242a2b6e58a5a547f69f234935de208f.jpg,Disgust
48,0,245369821856,116527,一缕中二的白髮,6,男,沙威玛才是真正的政治正确，比起白左虚假的政治正确更令各国各地的人感到舒服与尊重。白左的政治正确纯属为了榨取资金利息与政治利益而压迫多数群体的利益。而沙威玛这种低成本的小游戏缺有个各国语言，并用各国语言配音了音乐与许多小细节，一个小游戏能让各国的本国玩家都感觉到了最基本的尊重。没有想欧美白左政治正确一样，不尊重各国各地区各民族的根本文化，却又打出尊重多元文化的矛盾牌。他们到底是尊重还是不尊重？！如果要是真的尊重，各国各民族的文化，就应该尊重中国传统文化，就应该尊重《黑猴》，白左的政治正确如果不尊重中国传统文化，不尊重游戏公司的创作自由，就是虚假的多元文化，实质的单一文化！,2024-10-24 10:40:59,0,1,燃灯尽，佛祖枯，人作孽，天劫至，世间不醒，弥勒难生。,未知,是,https://i1.hdslb.com/bfs/face/cc067be4cd8904040fcbd466eec316f446c2f65a.jpg,Anger
49,0,245337784992,483092911,下范砖佳小魂,5,保密,三角洲，个人不玩大战场，就摸金来说站在一个喜欢打架的玩家来说挺好玩的，道具技能在角色身上可以有效突破，平衡组也是有东西的枪数值都差不多都能玩除了这个版本的416和m4，aug很弱，栓狙可能是考虑到角色技能可以远程伤害所以限制伤害，个人只玩航天地图设计也觉得航天好玩因为位置透明对位设计多减少走路突然见人在路上没有掩体的问题，虽然见几次挂但是不算多，只有一个特别离谱的我记得举报十年了，其他的忘记举报了，三角洲视频确实没什么热度，基本点赞不会过w，教学也都是恰饭的博主随便做的没什么含金量，虽然游戏本身没啥很大深度但是反老鼠的技能设计很成功，道具作用大出现被劝架多数是自己打的不够快，现在最期待的是盾兵因为我很喜欢r6的盾，三角洲在游戏体验上也照顾了大部分玩家简化游戏操作没什么特别大的限制，只是缺少打法的多样，喜欢社区的高玩可以和其他游戏一样有整活有不同打法而不是完全靠实力碾压，目前看不到在打法特别有节目效果的，,2024-10-24 01:38:59,0,0,,未知,否,https://i1.hdslb.com/bfs/face/950be962956dcc38a4d45c962db4fe58248ab72c.png,Expectation
60,0,245059668577,175483959,橘子_TAT,6,男,三角洲说实话，和朋友玩还挺好玩的，自己玩没啥意思，之前让他们玩战地1和5，光是让他们注册steam就十分麻烦，买了游戏还得买个加速器VIP，开启游戏又要注册EA账号，最恶心的就是点了启动但是游戏就是死活不进去，三角洲直接WeGame登录就完事了[笑哭],2024-10-23 11:39:08,0,0,,未知,是,https://i0.hdslb.com/bfs/face/db8344b2b732915cb4e0d0063309c3b4f1da13b9.jpg,Disgust
61,0,245291408352,410259510,纪苍雪,5,保密,用的着拿国外那些政治正确的奖吗，央妈不是都证明了什么是好游戏，不是什么游戏都能上央视，,2024-10-23 10:14:25,0,1,,未知,是,https://i0.hdslb.com/bfs/face/member/noface.jpg,Disgust
62,0,245052196865,480002463,蓝荷回来啦,6,保密,我朋友打瓦打的菜转三角洲说全是电脑和菜鸟打的爽[妙啊],2024-10-23 09:54:02,0,0,随心，随性，随缘。,未知,是,https://i0.hdslb.com/bfs/face/31a9bf19f613c2df535e5fcdc70f5bc9e24fde9a.jpg,Joy
63,0,245044807633,453124154,苇名-神子七郎,6,男,三角洲每次队友挡完一梭子子弹我都绷不住,2024-10-23 07:42:42,0,0,希望新的一年能一步登天，不劳而获,未知,否,https://i2.hdslb.com/bfs/face/4b38d53579b66118d4f6bb06cb272a3e834fb7bc.jpg,Sadness
64,0,245033497681,3546384766601967,lllllllezs,5,保密,啧，还真有人喜欢40h刷满一个武器的牢设定啊，你是玩游戏还是上班。,2024-10-23 04:21:15,0,0,,未知,是,https://i0.hdslb.com/bfs/face/member/noface.jpg,Disgust
65,0,245027345345,319646667,xpwww321单机玩家,6,保密,类似游戏在pc的steam上早就有了，比如东方夜雀食堂，感觉比这沙威玛强多了。,2024-10-23 02:40:08,0,1,,未知,是,https://i0.hdslb.com/bfs/face/member/noface.jpg,Disgust
66,0,245228740208,55973536,汐米の宅罗君_takuro,6,保密,这两年就是本身鬼畜之年，游戏圈基本都是越魔性越抽象越容易火，幻兽帕鲁和沙威玛这些游戏你敢说他们的质量真的非常高吗？但就是魔性，就是上头。包括VSinger圈子这两年其实也是这样，这两年火的都是什么兔子洞，狂风大背头。你敢说这些歌质量有多高吗[doge]。虽然以前也有鬼畜抽象作品（B站还就是鬼畜火起来的）但是哪会像这两年鬼畜直接连着爆啊[笑哭],2024-10-22 12:47:06,0,2,游戏优化及攻略区UP～  闲聊群：706747924,未知,是,https://i1.hdslb.com/bfs/face/be090d8952c5e6e02208893cca20b2993c7f2fa2.jpg,Neutral
67,0,245227850464,55973536,汐米の宅罗君_takuro,6,保密,要是明年的话，有些奖项可能还有争议，就看怪猎荒野表现如何。但是今年黑猴毋庸置疑的第一啊，今年这些游戏都是些什么，除了政治正确就是政治正确[跪了],2024-10-22 12:35:21,0,2,游戏优化及攻略区UP～  闲聊群：706747924,未知,是,https://i1.hdslb.com/bfs/face/be090d8952c5e6e02208893cca20b2993c7f2fa2.jpg,Disgust
68,0,245224590832,527040,媜雫姬,6,保密,为什么三角洲我玩着感觉手感很怪，粘腻腻的感觉，有点迟钝,2024-10-22 11:52:40,0,0,这个人异常勤奋，但还是什么都没有留下。,未知,否,http://i0.hdslb.com/bfs/face/d0bf629bdbfae199da83aed3c3bd0b9afce24633.jpg,Disgust
69,0,244989078833,3546641086810666,张一昂丶,4,保密,能玩得下去沙尾吗的。还是上班太轻松了呀。,2024-10-22 11:37:11,0,0,吃白象，喝娃哈哈，穿鸿星尔克，用华为，看战狼流浪地球，开比亚迪，玩黑神话。我的爱国在你之上！,未知,否,https://i1.hdslb.com/bfs/face/490df6ff89ecdc5d247badf7b9475545889854f9.jpg,Disgust
70,0,245209543856,3546596530719147,报之青玉案,5,男,前几年网上说金摇杆含金量比TGA高多了，想看来[呲牙],2024-10-22 08:28:27,0,0,美人赠我锦绣段，何以报之青玉案,未知,否,https://i0.hdslb.com/bfs/face/bbc87868e11cce491a9ff414604c0dbbd19224a5.jpg,Surprise
71,0,244970274417,364819397,德斧纵享丝滑,5,保密,半夜打战场收割人机薯条真的太爽啦[tv_doge],2024-10-22 06:35:34,0,0,,未知,是,https://i2.hdslb.com/bfs/face/964f864dd6055f3fce3d41e7556e2b8e61aa0e91.jpg,Joy
72,0,245202719024,1951972808,A核桃嘎嘣脆A,5,保密,有没有一种可能你才是那个臭打工的，旁边那个老登人家是老板,2024-10-22 06:23:57,0,0,,未知,否,https://i2.hdslb.com/bfs/face/fbdeae65abf9f3ee9d331d8bb9c9f7eb2bb1c25b.jpg,Disgust
73,0,244969760401,24545464,丸子-丸子-丸子,6,女,"三角洲最大的优势就是国内玩家[怪我咯]平台优势爆杀被origin ea 尼基塔，每一个烂平台第一次用大概都要被折磨个把小时，想开黑 各种不能组队又要被折磨个把小时
大战场第一次玩是战地1，震撼新奇，被捞都熄不灭的热情，战地5很多地方都很优秀但总觉得差点什么，2042更是巧克力屎还是屎味巧克力
塔可夫也有很多痛点
三角洲优势在于国内大把的没接触过同类型游戏的玩家，大多数劣势难以熄灭初见的热情
可惜就游戏品质来说[怪我咯]符合我对腾讯以及国内一众厂家刻板印象",2024-10-22 06:23:22,0,0,盖牌认输永远不在选择之列,未知,否,https://i1.hdslb.com/bfs/face/cf3fce64e1b67917aa688f306fc189f7cc6b80c3.jpg,Regret
74,0,245195330384,412899619,谁落雨夜i,6,保密,太对了。玩cod大战场  战地大战场从来都是载具追着人跑。第一次看到载具被人追着跑的。,2024-10-22 04:28:14,0,0,,未知,是,https://i1.hdslb.com/bfs/face/04000c0f0b0efffa2525fc42a036eb5fea0498ca.jpg,Surprise
75,0,245153333904,66143028,第7龙神VFD,5,保密,只能说腾子有想法但没那个能力，好好一个三角洲做得跟个三角裤似的，还是最小码的，唉[笑哭],2024-10-21 12:39:44,0,0,随缘更新好看好玩的游戏动态,未知,否,https://i0.hdslb.com/bfs/face/c4f6ee250aa57b27e88bb3ed261cc5002ad98fe6.jpg,Regret
76,0,245136823760,13959709,Resonance丨,6,男,很少有up用这个bgm[大哭]关注一波,2024-10-21 08:58:44,0,0,追求自己的剪辑欲望。。。。。,未知,是,http://i0.hdslb.com/bfs/baselabs/929cfc92cc91460fc4cfb7fc329480980ba95608.jpg,Sadness
77,0,245134954768,599476245,紫菜汤吖,5,女,别太过分期待tga，本来就是民办奖项，得不到也好以后也不用在期待了,2024-10-21 08:30:59,0,0,,未知,否,https://i0.hdslb.com/bfs/face/f791a9394015c5e3d6798d363b4dbb066ea38ac9.jpg,Regret
78,0,245123422544,25923316,-Arno-,6,男,@三角洲行动,2024-10-21 05:07:59,0,0,,未知,是,https://i1.hdslb.com/bfs/face/01c3f86d00c6b93e0996bc5f59f913f843928adf.jpg,Neutral
79,0,245115453824,7131449,一杯冰冷水,5,男,[吃瓜]玩到20级了还没怎么开过载具 基本都是步兵嘎嘎冲 平均每局杀40-50个左右 攀升我也不喜欢，我感觉攀升这个图必须要有大型载具和炮击才好打 步兵特别难受哈哈,2024-10-21 03:18:42,0,0,又菜又爱玩,未知,是,https://i2.hdslb.com/bfs/face/74064a145ef973afd9ad0caad88d93212e004b09.jpg,Neutral
80,0,244873426305,15719375,藤椒肥鱼,6,保密,说真的，虽然暗流是个小可爱，但当我玩了琳琅天上的八宝粥之后，我觉得我得向暗流道歉，因为没有摆烂，只有更烂的一托史[笑哭],2024-10-20 19:28:37,0,0,肥肥的肥羊顿肥肥的肥鱼,未知,是,https://i2.hdslb.com/bfs/face/ec0e18e36cd7e0c71b9361e2547701718e9ddc90.jpg,Regret
81,0,244848305121,4121497,真成功人士,6,保密,我们应该自己办个奖，且颁奖范围是全世界，夺取优秀游戏的定义权,2024-10-20 12:21:33,0,2,我不懒，我就是不想写。,未知,是,https://i1.hdslb.com/bfs/baselabs/c7c335e5758d1b3e352896695191e1614f265c23.jpg,Expectation
82,0,245071291584,3493277670049846,一架飞机管两大楼,5,保密,样样会样样松,2024-10-20 11:32:57,0,0,,未知,否,https://i1.hdslb.com/bfs/face/118d34edbaafd24aca71aabf6dfed8fb43b4ed0f.jpg,Disgust
83,0,244843926689,231294371,自由之翼HC,5,男,黑猴吹牛逼吹上天了,2024-10-20 11:23:12,0,0,,未知,否,http://i2.hdslb.com/bfs/face/f085ac77e53c6f8b29fab4d5503c7b5d5dc0fa56.jpg,Disgust
84,0,245061267664,1434483043,山林丘雨,5,男,地图还是有点小，人不够多,2024-10-20 09:28:58,0,0,一天天的别看我主页了，赶紧玩原去吧,未知,否,https://i1.hdslb.com/bfs/face/b94f4bc2bf61373e24b368ac72d5065ae966ceb6.jpg,Regret
85,0,245055648976,1268716889,双份也儿夕,4,保密,作为一个战地轻度玩家。玩了两天三角州我就卸载了战地1，5，2042。三角洲真的是问题一大堆。比如众所周知的UI问题，还有一些莫名其妙的bug和空气墙。一个典型的就是那个隧道里面那个箱子看着能翻上去，但是你就是爬不上去。但就是体验比我战地体验强。特别是服务器和反外挂。战地系列，特别是2042。我被人打死第一时间我不会怀疑自己，我会怀疑别人直接开了硬锁。1，5虽然有机器人，小透小锁依然不少。而且我个人是不喜欢较为强势的载具。战地载具跟步战玩家互喷也不是一年两年了。出小地图巷战我是非常赞成的，这游戏的枪械手感比击杀反馈还算不错。团队死斗我觉得应该会很爽。而且三角洲的地图是很紧凑的。有一定的问题，但问题没有大到2042那种程度。对于我来说他比1，5，2042更有吸引力。而且脱坑不会因为了自己花的钱也得玩一玩。,2024-10-20 08:10:52,6,1,望一睡不醒,未知,否,https://i2.hdslb.com/bfs/face/c419e5f1cc008288be01ed6846af5c9838e11b33.jpg,Neutral
