序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像,emotion
12,0,261727006432,499270109,故里残夜,5,保密,好惨呀，他一定连别墅都住不起了吧,2025-05-01 07:47:40,0,0,夜半冷雨葬名花.,未知,否,https://i2.hdslb.com/bfs/face/02b7108dda897889f5df4da70b03ea56d0584c0d.jpg,Sadness
13,0,261726602656,1645000033,烤面包夹烤汤圆,4,保密,推特在哪下？,2025-05-01 07:41:54,0,0,,未知,否,https://i1.hdslb.com/bfs/face/020cae6406c97e0219b3c99e52bf34b34e1384c8.jpg,Neutral
14,0,261707194608,1196753519,看到我请做三个俯卧撑,5,男,马失前蹄[tv_doge],2025-05-01 03:21:04,0,0,老板，多加香菜,未知,否,https://i2.hdslb.com/bfs/face/d0e6e374a113bfe57d9668efe3a13f7234da1008.jpg,Regret
15,0,260775222641,668264069,我是臭外地的丶,4,保密,怪不得天天要去火星，地球群众里面有坏人啊[doge_金箍],2025-05-01 02:45:16,0,1,,未知,否,https://i2.hdslb.com/bfs/face/ea912b82c97d9f65665e345ae24c35bf58a772d1.jpg,Disgust
16,0,261704103872,1115132313,维护审判官赤粉,4,保密,而且马克思也看不到对付中国的计划,2025-05-01 02:34:16,0,0,我是个正义主播，现改为反邪主播,未知,否,https://i0.hdslb.com/bfs/face/634da2245e3ad23c4cce1fea0ee873b8a4e85b4b.jpg,Disgust
17,0,261699857104,633181600,蓝莓me1,5,男,没事他还有个好儿子,2025-05-01 01:30:25,0,0,伏尔加河逆流而上，年轻的魔王意气风发,未知,否,https://i1.hdslb.com/bfs/face/0ea0cdd7749da40dc7ffa99f4a413406ee156d3e.webp,Neutral
18,0,261676421744,1692350500,李华溢,5,男,可能马斯克认为如果民主党上台对于他来说是个更大的灾难吧,2025-04-30 15:02:39,0,0,,未知,否,https://i1.hdslb.com/bfs/face/efc3852dea11c5353f70772348157d13a2e3ce8b.jpg,Expectation
19,0,260745310369,2081043890,东风11青年文明号,5,保密,@胖的C 来[doge],2025-04-30 14:33:55,0,0,一个热爱飞机的人。,未知,否,https://i2.hdslb.com/bfs/face/0ef00e0ef0200f273c72ef23f440ff4e10ff0681.jpg,Joy
20,0,260740976177,3546724649929493,为爱痴汉,2,保密,马斯克是谁？为什么要听他说？,2025-04-30 13:39:50,0,1,,未知,否,https://i2.hdslb.com/bfs/face/3bfb6af821dc9c1884a58241ba9d034a267bdf28.jpg,Disgust
22,0,261634513488,489070935,威猛先生一两枚,3,保密,当你做了傻事时不如想想打了那个电话的马格努斯,2025-04-30 05:40:12,0,1,,未知,否,https://i0.hdslb.com/bfs/face/287463821b6c9f17f50573fea2d38a118d3323f1.jpg,Regret
23,0,260688200865,390079772,爱吃蔬菜的于先生,6,男,蚂蚁以为懂大象,2025-04-30 00:43:55,0,1,永远向着远方独行的浪子~,未知,否,https://i2.hdslb.com/bfs/face/800bd4cfec901567a214337cbe7d94672ae5c8a0.jpg,Disgust
24,0,261614135920,252985925,中国红中国风,5,保密,这算不算一种保护呢？,2025-04-30 00:28:33,0,0,中国红中国风,未知,否,http://i2.hdslb.com/bfs/face/8a3c07bfd40e5f53a9918585d21596e2cd177807.jpg,Expectation
25,0,260665799521,3546619192543762,旗d,3,保密,你是个伟人，燃烧自己，照亮川普,2025-04-29 14:28:42,0,1,,未知,否,https://i1.hdslb.com/bfs/face/901435ef227c679e6df25f681e730d5539874fe4.jpg,Love
26,0,260603000369,355401880,将生活纳入正轨,6,保密,股市这玩意对不搞金融的没什么作用,2025-04-28 17:56:41,0,0,,未知,否,http://i0.hdslb.com/bfs/face/member/noface.jpg,Neutral
27,0,260577100369,3493128591902891,u小胡u,4,保密,美国不容易再出个罗斯福了。,2025-04-28 11:41:18,0,0,,未知,否,https://i2.hdslb.com/bfs/face/98d46961759b6823c38960aa4d55843e013cd142.jpg,Expectation
28,0,260563562897,1386846984,随风的可可欠,5,保密,马斯克什么时候当总统,2025-04-28 08:35:28,1,0,,未知,否,https://i0.hdslb.com/bfs/face/8dacb66c60c7f3d05b0477637ec1bfd3f5abab45.jpg,Expectation
29,0,261475517184,13469043,我真的是色狼,6,男,这够日的让我半个月没了三分之一仓位,2025-04-28 05:30:14,0,0,,未知,否,https://i0.hdslb.com/bfs/face/0a3c9b9d08f42d87610e06501f45b51ea942a6b7.jpg,Anger
30,0,261474195840,3546772404177008,睿智少年2005,2,保密,从商不从政[喜极而泣],2025-04-28 05:11:17,0,0,,未知,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,Joy
31,0,260538512721,430113289,禅师级无尽之剑,6,男,断章取义，取自不要断章取义,2025-04-28 01:36:29,0,0,将行之事，必为已行，已行之事，必将在行,未知,否,https://i1.hdslb.com/bfs/face/63cf42474e18dfa7c640ea2bad3d4b03d9680a6e.jpg,Regret
32,0,260529539073,397358988,454405192,4,保密,哈哈哈，这是什么鱼,2025-04-27 19:17:46,0,0,,未知,否,http://i1.hdslb.com/bfs/face/e2d2b101f9e3c4ea535e9bbe7752953dea4e818e.jpg,Joy
33,0,260525916865,431011268,早安_早安,5,保密,好剪辑,2025-04-27 17:12:42,0,0,,未知,否,https://i2.hdslb.com/bfs/face/8af352fc98638a3ed0e72675f727b80f54ecd1b6.jpg,Joy
34,0,260525593329,278113555,寡人没空qwq,6,男,哎，会玩,2025-04-27 17:07:22,0,0,私聊QQ2545251040,未知,是,https://i1.hdslb.com/bfs/face/033bd6509598dc597486d48900d6639d1821f4ca.jpg,Joy
35,0,261441332528,112979310,李土-雷天大壮,5,男,笑死，上一年这里还在疯狂洗白“川建国”同志。我当时就在问第一反华头子不就是他么？现在又在刮骂他的风了,2025-04-27 15:46:56,0,0,,未知,否,https://i0.hdslb.com/bfs/face/0760d14276978e98399718e6300646bd302752e1.jpg,Surprise
36,0,261433210256,517380720,尼城乌王,5,男,他们两个刚结合的时候我就知道早晚有这天。两个个性都太强,2025-04-27 14:06:25,0,0,"专业黑尼禄  关注不迷路!
被大佐拉黑了",未知,否,https://i0.hdslb.com/bfs/face/40af45ba00e6abf90259aaab201c2e8c63edb04d.jpg,Expectation
37,0,260504821601,16551663,我真的好漂亮哦,6,女,金价涨了大家不是都很开心吗,2025-04-27 12:24:11,0,0,,未知,是,https://i0.hdslb.com/bfs/face/5e99cd3bb232aa75b37de0e4fbfe1a7b92b8d98e.jpg,Joy
38,0,260454104961,496573696,风雨之璐,5,保密,人家资产论兆的，几千亿撒撒水了[doge_金箍],2025-04-26 19:27:29,1,4,,未知,否,https://i1.hdslb.com/bfs/face/0a0a123883af054f1ad09fe7ce81a104db0153ed.jpg,Joy
39,0,260451025505,1404581889,6号无名,3,保密,特朗普忘本,2025-04-26 17:37:22,0,0,感谢关注，你的支持就是我最大的动力。能给我的视频点个赞吗？求求你了。[2023][2023][2023][2023][2023]求赞前10，,未知,否,https://i0.hdslb.com/bfs/face/46cb9f79e3dbb532228f05b648a3164c6fb2e121.jpg,Disgust
40,0,261280138464,1623280423,如梦如影huh,4,保密,不论马斯克现在身价跌的多么惨，他投资特朗普都是一个非常明智的选择，大部分人都以为马斯克选特朗普是为了赚钱，但实际上他选特朗普是为了保命，在民主党的一系列作妖下美国的实体产业基本算是判死缓了，像马斯克这种干实业的本质上就是财阀老爷们养的猪，等马斯克真把实体干起来之后就轮到财阀们瓜分了，而马斯克一个移民在美国压根没什么势力，被瓜分是必然，而马斯克最终的下场大概率就是被瓜分后身中八枪自杀而亡，所以马斯克才背叛民主党支持特朗普（没想到吧，马斯克原本是民主党的铁杆粉丝），特朗普上台之后虽然把特斯拉的股价直接干腰斩了，但马斯克却因此进入了公权力机关，建立了自己的领导班子，结交了不少共和党高管，以后不管特斯拉处境再怎么艰难，至少也不会像之前那样任人鱼肉了，有人像动马斯克的话也需要顾虑一下他背后的势力网，而如果马斯克出了点什么事特朗普作为马斯克亲手抬上去的总统肯定也要好好的去调查，否则无论是道德上还是舆论上对特朗普都非常不利，归根结底来说马斯克投资特朗普整体来说是非常赚的，马斯克再有钱他也没法一顿饭吃一百斤粮食或者一个人住一百栋公寓，所以他用这50斤粮食或者50栋公寓换到了自己吃一碗饭住一栋公寓能力,2025-04-25 16:29:30,0,0,,未知,否,https://i1.hdslb.com/bfs/face/b98faf12e0a39b7f514ca6606b540ce27d9d354e.jpg,Expectation
41,0,261204599808,3546560499550506,杀老师jojo,4,保密,马斯克可能是为了更好的发展,2025-04-24 18:33:29,0,1,,未知,是,https://i0.hdslb.com/bfs/face/e923142325c7991a9e6a39bf395376a013c48e8a.jpg,Expectation
44,0,260264592193,1069382164,北鸟dlx,5,男,特朗普和马斯克只有在文化政策上有共同点，比如反对白左觉醒文化和政治正确，经济上甚至是矛盾的，特朗普的基本盘是红脖子，他们是全球化的受害者，他们希望特朗普加关税、反全球化、产业回流，而马斯克他的主要财产来源于特斯拉，而特斯拉是跨国企业，他是全球化的受益者。综上所述，他们在经济上存在矛盾,2025-04-24 11:28:47,2,16,人是目的，不是手段，反对物化,未知,否,https://i1.hdslb.com/bfs/face/3dce2a58d386dd455681b75f6bd34e08886e2ccc.jpg,Neutral
45,0,261175644368,389313634,mydsnc,6,保密,投资有风险，梭哈需谨慎[doge],2025-04-24 11:23:45,0,0,,未知,是,https://i1.hdslb.com/bfs/face/b4522398f40d16d29abcef59124fd6a46c8cfc44.jpg,Neutral
46,0,260251236049,1920657162,Gevmiszc,5,保密,人家唱双簧，你搁这脑补上画面了,2025-04-24 08:10:11,1,1,,未知,否,https://i0.hdslb.com/bfs/face/ac0e8f3d0e4351a65ae78f75df3b780307186820.jpg,Disgust
47,0,260233420273,1010737762,S1O7X,5,保密,这种混剪不错,2025-04-24 03:16:49,0,0,抽象 一+一vvnniた,未知,否,https://i1.hdslb.com/bfs/face/19db7af41d0d88f8028e798855ec94875b725afd.jpg,Joy
48,0,261143390784,287784435,是球球呀M,5,女,真的吗？马斯克推的特朗普？然后特朗普反手给马斯克涨关税导致马斯克亏损？？那特朗普…真的是忘恩负义的人啊？？,2025-04-24 03:12:48,0,0,听说下雨天，榴莲和臭豆腐更配哦！,未知,否,https://i0.hdslb.com/bfs/face/8af1dfb944e9254da94a474e52825cad77342a49.jpg,Disgust
49,0,260218480577,445988276,丢丢哈哈咯,5,男,马斯克。很早很早以前一直是反对厌恶川普的。他的阵营一直都是民主党派。拜登上台后并不打算给马斯克的电车支持。要给福特通用开绿灯，马斯克就全面投入川普阵营了。只能说都是政治都是利益,2025-04-23 18:36:23,0,0,莫道桑榆晚，为霞尚满天,未知,否,https://i2.hdslb.com/bfs/face/c2ee9c28f9071f763d4f138da82ad6db5a258b70.jpg,Neutral
50,0,260218151441,20224779,奈落葬,6,男,花钱保命。,2025-04-23 18:24:38,0,0,“我的话已经说完，去年说的，今年还适用，恐怕明年也还适用。但我诚恳地希望他不至于适用到十年二十年之后。”,未知,否,https://i0.hdslb.com/bfs/face/e0da539255f7eb4442ac6e7b016e35267a6dd1ad.jpg,Regret
51,0,260209713617,1870555,就当她去练技术了吧,6,保密,"这些年都在风口浪尖上
东一榔头西一棒槌的来回敲打
早就被盯的心里发毛了
不得不博一把",2025-04-23 15:32:00,0,0,,未知,否,https://i1.hdslb.com/bfs/face/d666c896e4e83d94035fd085dcc0f6322ac12c7a.jpg,Regret
52,0,261110804400,292947924,人生怎晴逆风骑行,4,男,[doge_金箍]马爹播种能力还是挺强的，不愧一个马字,2025-04-23 13:50:58,0,0,初闻便知曲中意，谈笑不为曲中人，我自执笔重为曲，无妨新曲愈悲歌,未知,是,https://i0.hdslb.com/bfs/face/b69d0183ee30c48387daf026e17e41a8e11cd4b5.jpg,Joy
53,0,261091738672,206526,汽油-gas,6,男,本来两人就不是同一路人，懂王基本盘跟马斯克这卖电车的就是敌对关系。目前结果来看只能说是老马花钱上来砍lgbt两刀泄泄愤了。,2025-04-23 09:56:50,0,0,,未知,是,http://i0.hdslb.com/bfs/face/7b7591f59d71ba5982ca6f53552c20b87f8286ef.jpg,Disgust
54,0,260171409873,523325397,云无心以出岫a,4,保密,@人间0601号游客,2025-04-23 06:23:39,2,1,,未知,否,https://i0.hdslb.com/bfs/face/6f8d87acd9faea86776ad859253dbf2fe8673023.jpg,Neutral
55,0,261073759296,107344533,第一代开拓者,6,男,你说的对，但是我想体验一下马斯克的人生，但是我不如他,2025-04-23 04:59:45,0,0,代帮小学生写作业、打架，五年级以上不要找我。不会做、打不过。,未知,是,http://i2.hdslb.com/bfs/face/5898ce9480aeba474c8d363734053ee5209d3cb5.jpg,Regret
56,0,261071295536,21733516,harry199412,5,男,"民主党三天两头罚他钱，也没超过1500亿美金。
懂王要的一点也不多。",2025-04-23 04:28:00,0,0,诚意分享欧美原装优质视频，喜欢的朋友请订阅。欢迎交流沟通，笔芯~,未知,否,http://i1.hdslb.com/bfs/face/7af3447db216f49c54a00c72fc68b8d9429fcf86.jpg,Disgust
57,0,260152540977,30588,九尾Madara,6,保密,背叛自己基本盘 没有好下场[滑稽],2025-04-23 01:15:48,0,0,头像叶舒华,未知,否,https://i0.hdslb.com/bfs/face/36c6ab081fe6e464765eb7b802536b642a94d7bc.jpg,Regret
58,0,260152236545,33552785,T0级旅行者与废物点心,6,男,最新消息，美国向柬埔寨征收3521%的关税[OK][OK]，没看错就是三千五百二十一,2025-04-23 01:10:30,1,0,是不是来查成分的？我玩原神玩的！,未知,是,https://i2.hdslb.com/bfs/face/07db019e3bd45c84e4665d482a4d53c975be5835.jpg,Surprise
59,0,261053389088,330273747,那小子是无辜的,5,保密,哈哈哈🤣，不仅吃力不讨好，还树立了不少敌人，赔了夫人又折兵,2025-04-22 22:02:05,1,3,,未知,否,http://i2.hdslb.com/bfs/face/18031690ae3de28e69cde22f5ea4bb2507d41ef6.jpg,Joy
60,0,261053044896,486010301,玛卡巴卡846,5,保密,@果保,2025-04-22 21:25:15,0,1,,未知,否,https://i2.hdslb.com/bfs/face/dfe77fd9fb029011dbdde35e6960f652ead8ee84.jpg,Neutral
61,0,260141182705,253785053,南宫皓寒,5,保密,老懂最后咋收场呢？,2025-04-22 17:10:37,0,0,,未知,否,http://i0.hdslb.com/bfs/face/member/noface.jpg,Expectation
62,0,261044565088,278093241,凉月满天易水寒,5,保密,手握科技才是真的，其他都是虚的，股价还会涨回来的,2025-04-22 16:13:41,0,0,,未知,否,https://i0.hdslb.com/bfs/face/fefe49c580c5317d6724a05de9a2672765c11381.jpg,Expectation
63,0,261039358176,345808124,还是炒饭香,5,保密,马斯克大儿子变性间接造成了贸易战，逆全球化和经济倒退，算是世纪蝴蝶效应了[笑哭],2025-04-22 15:07:12,1,1,做个堂堂正正的中国人,未知,否,https://i2.hdslb.com/bfs/face/4b76fbd49a4111ff87e65bb5fd0342f1a99b468d.jpg,Surprise
72,0,261033488304,250716710,三木烧饼,5,男,特朗普终究是资本家商人在乎的也就自己口袋里钱，美国平民破产就破产了死就死了与我何干我赚的盆满钵满就好[吃瓜],2025-04-22 13:54:33,0,0,,未知,否,https://i2.hdslb.com/bfs/face/f60d70c43acff9e043855fd51fe6e7386a11edcb.jpg,Disgust
73,0,260115554609,1679931797,byniou,5,男,这两都是很自我很独断专行的人，闹辦是迟早的事,2025-04-22 11:19:31,1,0,,未知,是,https://i2.hdslb.com/bfs/face/a5bcd21be1ad9e828d4afe32367764ed648e9839.jpg,Expectation
74,0,260112949681,550064892,紫莲金影罩,6,男,保住命了吗？,2025-04-22 10:48:08,0,0,思考本身就是奖励,未知,否,https://i0.hdslb.com/bfs/face/9058fa83712f3d320c233b86e8d2416f48cf2a72.jpg,Surprise
75,0,261009586368,261485441,酪流氓,5,保密,只能说马斯克就不是混政治的料，那个新职位明显的大坑都敢接，作为投资者就不应该亲自下场，搞得现在身份互换,2025-04-22 08:52:48,0,0,,未知,否,https://i2.hdslb.com/bfs/face/816ed6d826d230ab5d67b3367cf5081f29f1f205.jpg,Regret
76,0,260098443569,2002854366,数睿码,5,保密,byd哪找这么多素材，快笑死了,2025-04-22 06:49:42,0,0,泥嚎(*´▽｀)ノノ,未知,否,https://i0.hdslb.com/bfs/face/dc28aaaa21e242427970a1df8123f911300f0c72.jpg,Joy
77,0,261000169696,3494356545702635,有机会我就做资本家,4,保密,股市把钱抽走了，反过来谁又把股市的钱变成了一串数字,2025-04-22 05:48:39,0,0,真   希望  时间可以停留,未知,是,https://i0.hdslb.com/bfs/face/member/noface.jpg,Regret
78,0,260996810896,673871022,柳陌花衢灯火之间,5,男,马斯克，你要早说你要那么多钱，我直接给你不就算了吗？何必在那儿何必在那炒股呢？哎呀，你说这事儿让你整的。,2025-04-22 04:54:10,0,0,我一资深米粉，被米猴用海狗骂，只因替华为说公道话！睁大猴眼看我动态，海狗会时常给小米说好话？——米猴：你不骂华为？海狗！来私信骂他，骂完拉黑,未知,否,https://i0.hdslb.com/bfs/face/60f81ccb4336dd1e323b3df96892c8ccaee87391.jpg,Regret
79,0,260994094848,442188743,zhenx1,5,男,霸体无伤,2025-04-22 04:16:52,0,0,,未知,是,https://i2.hdslb.com/bfs/face/e14f955357589d1f7429902af22c9097967eff12.jpg,Joy
80,0,260087739969,346217563,咸着的咸鱼德,6,男,先把点赞解锁喽[跪了],2025-04-22 03:46:25,0,0,,未知,否,https://i1.hdslb.com/bfs/face/d1c32df02b414403a4581289b88e5fd2f7a23058.jpg,Joy
81,0,260083270321,526296766,是霖霖和农农啊,5,女,狡兔死，走狗烹[笑哭],2025-04-22 02:24:24,0,1,"学兼天人 会通古今
以古为镜 经世致用
求实直书 书法不隐
德识为先 才学并茂",未知,否,https://i1.hdslb.com/bfs/face/27f419d1d625fb8450c974587ff2a1e602a4a407.jpg,Disgust
82,0,260986357520,1118614140,撒点小紫菜,5,保密,"有权了不学特朗普捞钱 ,瞎几把搞事,...学学特朗普 捞就完了",2025-04-22 02:04:11,0,1,,未知,否,https://i0.hdslb.com/bfs/face/58afdf65daa47e4721529664db113b0d773ec631.jpg,Disgust
83,0,260986096528,3546733455870337,佐伯伦子,4,保密,夏季拔剑，川普的意思明明是支持马斯克，去看原片。,2025-04-22 01:58:50,0,0,所有或者一无所有。,未知,否,https://i1.hdslb.com/bfs/face/324427961bda0b93caa0ad3f256d057d0e7a2add.jpg,Neutral
84,0,260984820672,454712424,破关者,6,保密,你不想想为什么马斯克调转支持特朗普。,2025-04-22 01:33:00,0,0,,未知,否,https://i0.hdslb.com/bfs/face/dc66b16102a4cfa2825c918ccec59c5708996dc9.jpg,Expectation
85,0,260984351920,5497104,迷之狂笑,6,男,马斯克跟懂王打一架maga也不会害的特斯拉到现在这个地步，他被大家恶心是因为常年在推特上打嘴炮，口嗨。干涉英国德国选举，集会上行辣脆礼，抓着以前的人设往地上踩,2025-04-22 01:23:58,0,0,月球上的境外势力,未知,否,https://i0.hdslb.com/bfs/face/ece8def5f6c97e923239f7a7fc192e9ddd867e48.jpg,Disgust
86,0,260080217329,4579069,林月初_Lin,6,男,马斯克以为自己和特朗普说好兄弟，没想到只是被戏耍的猴子，商人从来不是政客的眼中物,2025-04-22 01:22:53,0,0,,未知,是,https://i1.hdslb.com/bfs/face/cab556f42bd5757fce88b91c1236bf2eafc31cd8.jpg,Disgust
87,0,260079403585,335025160,暮色雁羽,5,男,美国股市总值是50万亿美元，GDP是29.2万亿美元，就很魔幻,2025-04-22 01:02:00,0,0,理直气壮的抽奖，就是没钱，我不当就立坦坦荡荡，不像某些人b子又当又立，恶心心,未知,否,https://i1.hdslb.com/bfs/face/0edc4461bc9137d7b9308a946b1731e3a53de01f.jpg,Surprise
88,0,260077971521,290025192,甘草枝丶,6,保密,视频建议标明是虚构的[捂脸]另外我只在马斯克说要做娃娃机器人的时候支持他,2025-04-22 00:26:50,0,0,,未知,否,https://i0.hdslb.com/bfs/face/17ee117d3512e2087d47afaa82d057bb58f9a5e7.jpg,Neutral
89,0,260981169824,103779027,一位路过的品红来打,6,男,@Shy棍,2025-04-22 00:11:26,0,1,ハハハ,未知,是,https://i0.hdslb.com/bfs/face/586afee71053ac5c17373f4de0c92806e2a99f60.jpg,Neutral
90,0,260076360465,18279282,木鱼风姚,6,保密,马斯克很容易变成政客手里的刀，用完就被丢掉了。,2025-04-21 23:34:50,0,0,,未知,是,https://i0.hdslb.com/bfs/face/835152eefbed0b7c64818403bb06428440714570.jpg,Regret
91,0,260075825857,1332038663,将我的理智弃置于此,4,保密,看的了推特吗就在这评上了[星星眼],2025-04-21 23:16:48,0,0,,未知,否,https://i2.hdslb.com/bfs/face/01397f5b7764367490aa359ed047f0323fb728f6.jpg,Joy
93,0,260977605264,1485818519,斐荼,5,保密,马斯克最近在干嘛？好像都没刷到他新闻了,2025-04-21 20:53:38,0,0,很久以后我才知道，八岁和十八岁的中间有十年，十八岁和二十八岁的中间却有一生。,未知,否,https://i2.hdslb.com/bfs/face/0312a612c3d603f954e7e02da3e065b8b4110dc0.jpg,Expectation
94,0,260072990833,3887092,夏花冬生,6,男,做生意哪有不赔的 股市涨涨跌跌说不准的。人人都吐槽特斯拉，结果人国际份额40%多。虚拟产业涨跌快，但实体产业在就等于在印钱,2025-04-21 19:41:17,0,0,这个UP很佛，请用大师球捕捉,未知,否,https://i1.hdslb.com/bfs/face/e29b8ba7028434e0ed1e5a6ee0c1a819d1240f0e.jpg,Neutral
95,0,260066653009,620233790,填洼佤,4,保密,这个说辞是有问题的，很多营销号都说特斯拉跌到250美元一股，但是他们不会提去年懂王上台前特斯拉股票才220美元一股。确实是从400多跌到250，但是这400多完全是炒上去的泡沫。现在也只是把因为懂王上台利好而涨的泡沫给跌回去而已。那些营销号可不管就要说特斯拉好像快跌破产了一样。可笑至极。,2025-04-21 16:27:25,1,1,,未知,是,https://i2.hdslb.com/bfs/face/ad265fa822a95fe357c5977f2f3db77189a53f53.jpg,Disgust
96,0,260969758048,3279637,起名字好烦操,6,保密,有没有可能老马做空自己了[doge],2025-04-21 16:26:03,0,0,,未知,是,http://i1.hdslb.com/bfs/face/66de23ae17cfc370abb65a31557538b67a82beea.jpg,Surprise
97,0,260966815984,9671023,蔬菜包牛肉面,6,保密,他真的天真的以为，特靠谱这个被犹拴着狗链子的老头儿会跟他统一战线，结果一上台油集团赚发了，然后还开始清理支持巴勒斯坦的人，以色利打巴勒斯坦比以前更凶了[无语],2025-04-21 15:44:11,0,0,,未知,否,https://i1.hdslb.com/bfs/face/3a195f30bc3579ac7ed290881b9b66c84a6d4350.jpg,Disgust
98,0,260060181105,445478482,木南楠宝宝,6,保密,飞鸟尽良弓藏,2025-04-21 15:01:29,0,0,丰富精神，野蛮体魄，坦然面对，破而后立,未知,否,https://i1.hdslb.com/bfs/face/0807cd9991875b026ab64621680640c2e7aeace5.jpg,Regret
99,0,260041745937,604953196,bili_42508712272,6,保密,老马绝对会竞选总统,2025-04-21 11:32:06,0,0,,未知,是,https://i1.hdslb.com/bfs/face/f4060a828464ccfcda54b36e741c66a806f583a6.jpg,Expectation
100,0,260929974880,1944775145,天线宝宝死于谋杀233,5,保密,让子弹再飞一会,2025-04-21 08:24:13,0,1,我喜欢看各种不同的人生经历。,未知,否,https://i2.hdslb.com/bfs/face/1d616f7c99d172b3d40cc89c89464fba94013315.jpg,Expectation
101,0,260026886001,33422770,反射条件,6,男,老马在老特这个任期之内，有没有可能上火星,2025-04-21 08:00:15,0,0,Guilty people always make the first move.,未知,否,https://i1.hdslb.com/bfs/face/9d42f694eada3e9b13afc5103f61aa9dbde88e9f.jpg,Expectation
102,0,260920489312,124030231,Foul_Tarnished_,6,保密,@nimorry,2025-04-21 05:37:35,0,1,"Someone must extinguish thy flame....
 https://account.bilibili.com/ac",未知,是,https://i1.hdslb.com/bfs/face/d26264e8ee968c79fa2c59ca3e7f86ac1f9897dc.jpg,Neutral
103,0,260018165537,485827794,政阳giaogiao,5,保密,1.3w的博主，130w的质量[doge_金箍][doge_金箍]关注了,2025-04-21 05:21:35,0,2,,未知,否,https://i0.hdslb.com/bfs/face/c31144e0457c743b799b540d0cac5a3c62559d97.jpg,Joy
104,0,260916649488,597664940,今世伶官,5,保密,马斯克应该自己去,2025-04-21 04:44:35,0,1,,未知,否,https://i2.hdslb.com/bfs/face/104715f0ce3d33420f4afe37617d18990cffdffd.jpg,Anger
105,0,260008556225,3197194,所谓觉悟就是牛头人,6,保密,这还真怨不得马斯克。第一马斯克有的选吗？没有。第二懂王和他好的时候，有迹象吗？没有，那时候好的就像马斯克是迈克尔杰克逊复生一样。doge多大的名头，多大的部门给了马斯克，谁想到是这个下场。这么说吧，懂王和万斯过河拆桥的本事司马懿都望尘莫及。,2025-04-21 03:09:29,1,0,,未知,否,http://i1.hdslb.com/bfs/face/d5d2cd76177f2737c168062803f35fc8653a1675.jpg,Regret
