comment_id,comment,emotion,start_entity,path,final_score,emotion_w_score,sem_score,emotion_chain,rank
76,三角洲烽火模式雷达狗一堆还封不了,Disgust,三角洲,三角洲 是 腾讯游戏 逼氪 玩家,0.6766058468818664,0.45,0.7332573,是[Neutral] > 逼氪(✓)[Disgust],2
76,三角洲烽火模式雷达狗一堆还封不了,Disgust,三角洲,三角洲 是 腾讯游戏 旗下 三角洲 融合 战地系列，逃离塔科夫等游戏特点,0.6750612298647563,0.3333333333333333,0.76049316,是[Neutral] > 旗下[Neutral] > 融合(✓)[Disgust],3
77,三角洲起码比我花30买的战地1好玩，挂个加速器都有80以上延迟，沙威玛是什么狗屎游戏免费我都不玩,Disgust,三角洲,三角洲 是 腾讯游戏 逼氪 玩家,0.7638514304161071,0.45,0.84231424,是[Neutral] > 逼氪(✓)[Disgust],1
77,三角洲起码比我花30买的战地1好玩，挂个加速器都有80以上延迟，沙威玛是什么狗屎游戏免费我都不玩,Disgust,三角洲,三角洲 融合 战地系列，逃离塔科夫等游戏特点,0.7625058627128601,0.8,0.7531323,融合(✓)[Disgust],2
77,三角洲起码比我花30买的战地1好玩，挂个加速器都有80以上延迟，沙威玛是什么狗屎游戏免费我都不玩,Disgust,三角洲,三角洲 是 腾讯游戏 旗下 三角洲 融合 战地系列，逃离塔科夫等游戏特点,0.7405180970827738,0.3333333333333333,0.84231424,是[Neutral] > 旗下[Neutral] > 融合(✓)[Disgust],3
80,刚打一局三角洲，发现有个队友0杀25死。到底什么样的人才能做到全场下来0杀还死了25次。,Disgust,三角洲,三角洲 融合 战地系列，逃离塔科夫等游戏特点,0.747044894695282,0.8,0.7338061,融合(✓)[Disgust],1
80,刚打一局三角洲，发现有个队友0杀25死。到底什么样的人才能做到全场下来0杀还死了25次。,Disgust,三角洲,三角洲 是 腾讯游戏 逼氪 玩家,0.7311724090576172,0.45,0.8014655,是[Neutral] > 逼氪(✓)[Disgust],2
80,刚打一局三角洲，发现有个队友0杀25死。到底什么样的人才能做到全场下来0杀还死了25次。,Disgust,三角洲,三角洲 是 腾讯游戏 旗下 三角洲 融合 战地系列，逃离塔科夫等游戏特点,0.7078390757242838,0.3333333333333333,0.8014655,是[Neutral] > 旗下[Neutral] > 融合(✓)[Disgust],3
82,三角洲说实话，和朋友玩还挺好玩的，自己玩没啥意思，之前让他们玩战地1和5，光是让他们注册steam就十分麻烦，买了游戏还得买个加速器VIP，开启游戏又要注册EA账号，最恶心的就是点了启动但是游戏就是死活不进去，三角洲直接WeGame登录就完事了[笑哭],Disgust,三角洲,三角洲 融合 战地系列，逃离塔科夫等游戏特点,0.7595391011238098,0.8,0.74942386,融合(✓)[Disgust],1
82,三角洲说实话，和朋友玩还挺好玩的，自己玩没啥意思，之前让他们玩战地1和5，光是让他们注册steam就十分麻烦，买了游戏还得买个加速器VIP，开启游戏又要注册EA账号，最恶心的就是点了启动但是游戏就是死活不进去，三角洲直接WeGame登录就完事了[笑哭],Disgust,三角洲,三角洲 是 腾讯游戏 逼氪 玩家,0.7311724090576172,0.45,0.8014655,是[Neutral] > 逼氪(✓)[Disgust],2
82,三角洲说实话，和朋友玩还挺好玩的，自己玩没啥意思，之前让他们玩战地1和5，光是让他们注册steam就十分麻烦，买了游戏还得买个加速器VIP，开启游戏又要注册EA账号，最恶心的就是点了启动但是游戏就是死活不进去，三角洲直接WeGame登录就完事了[笑哭],Disgust,三角洲,三角洲 是 腾讯游戏 旗下 三角洲 融合 战地系列，逃离塔科夫等游戏特点,0.7078390757242838,0.3333333333333333,0.8014655,是[Neutral] > 旗下[Neutral] > 融合(✓)[Disgust],3
87,为什么三角洲我玩着感觉手感很怪，粘腻腻的感觉，有点迟钝,Disgust,三角洲,三角洲 融合 战地系列，逃离塔科夫等游戏特点,0.7625058627128601,0.8,0.7531323,融合(✓)[Disgust],1
87,为什么三角洲我玩着感觉手感很怪，粘腻腻的感觉，有点迟钝,Disgust,三角洲,三角洲 是 腾讯游戏 逼氪 玩家,0.7311724090576172,0.45,0.8014655,是[Neutral] > 逼氪(✓)[Disgust],2
87,为什么三角洲我玩着感觉手感很怪，粘腻腻的感觉，有点迟钝,Disgust,三角洲,三角洲 有 三角洲官方 管理 三角洲 融合 战地系列，逃离塔科夫等游戏特点,0.7088987867037455,0.3333333333333333,0.8027901,有[Neutral] > 管理[Neutral] > 融合(✓)[Disgust],3
93,实在受不了三角洲一个地图，攻防地图，进攻方可以有载具，防守方居高临下，但是防御武器居然不能朝俯视角射击，AI又基本不会攻击载具，实在想不通这么设计地图的意义,Disgust,三角洲,三角洲 融合 战地系列，逃离塔科夫等游戏特点,0.7595391011238098,0.8,0.74942386,融合(✓)[Disgust],1
93,实在受不了三角洲一个地图，攻防地图，进攻方可以有载具，防守方居高临下，但是防御武器居然不能朝俯视角射击，AI又基本不会攻击载具，实在想不通这么设计地图的意义,Disgust,三角洲,三角洲 是 腾讯游戏 逼氪 玩家,0.7311724090576172,0.45,0.8014655,是[Neutral] > 逼氪(✓)[Disgust],2
93,实在受不了三角洲一个地图，攻防地图，进攻方可以有载具，防守方居高临下，但是防御武器居然不能朝俯视角射击，AI又基本不会攻击载具，实在想不通这么设计地图的意义,Disgust,三角洲,三角洲 是 腾讯游戏 旗下 三角洲 融合 战地系列，逃离塔科夫等游戏特点,0.7078390757242838,0.3333333333333333,0.8014655,是[Neutral] > 旗下[Neutral] > 融合(✓)[Disgust],3
98,"他的生物爹们都还在我的盘里呢，公测一玩就觉得三角洲不三不四的可笑。而且明显就不想好好做游戏，钱全花广告上了[笑哭]。
一天到晚b站各种刷屏霸占，投广告请主播……看的还头大。有这心思哪怕抄点生物爹的优点也不至于让我印象这么差[笑哭]，真是看到就恶心现在[笑哭]",Disgust,三角洲,三角洲 融合 战地系列，逃离塔科夫等游戏特点,0.7625058627128601,0.8,0.7531323,融合(✓)[Disgust],1
98,"他的生物爹们都还在我的盘里呢，公测一玩就觉得三角洲不三不四的可笑。而且明显就不想好好做游戏，钱全花广告上了[笑哭]。
一天到晚b站各种刷屏霸占，投广告请主播……看的还头大。有这心思哪怕抄点生物爹的优点也不至于让我印象这么差[笑哭]，真是看到就恶心现在[笑哭]",Disgust,三角洲,三角洲 有 三角洲官方 管理 三角洲 融合 战地系列，逃离塔科夫等游戏特点,0.7379564682642619,0.3333333333333333,0.8391122,有[Neutral] > 管理[Neutral] > 融合(✓)[Disgust],2
98,"他的生物爹们都还在我的盘里呢，公测一玩就觉得三角洲不三不四的可笑。而且明显就不想好好做游戏，钱全花广告上了[笑哭]。
一天到晚b站各种刷屏霸占，投广告请主播……看的还头大。有这心思哪怕抄点生物爹的优点也不至于让我印象这么差[笑哭]，真是看到就恶心现在[笑哭]",Disgust,三角洲,三角洲 是 腾讯游戏 逼氪 玩家,0.7311724686622619,0.45,0.8014656,是[Neutral] > 逼氪(✓)[Disgust],3
102,三角洲我就是作为APEX的平替的，希望这游戏能上手就爽突，不要像派一样钩式策划。结果我登上游戏就感觉头疼，大厅界面好繁杂。,Disgust,三角洲,三角洲 融合 战地系列，逃离塔科夫等游戏特点,0.7625058627128601,0.8,0.7531323,融合(✓)[Disgust],1
102,三角洲我就是作为APEX的平替的，希望这游戏能上手就爽突，不要像派一样钩式策划。结果我登上游戏就感觉头疼，大厅界面好繁杂。,Disgust,三角洲,三角洲 是 腾讯游戏 逼氪 玩家,0.7311724090576172,0.45,0.8014655,是[Neutral] > 逼氪(✓)[Disgust],2
102,三角洲我就是作为APEX的平替的，希望这游戏能上手就爽突，不要像派一样钩式策划。结果我登上游戏就感觉头疼，大厅界面好繁杂。,Disgust,三角洲,三角洲 推出 猛攻节 推出 吴彦祖皮肤 像 吴彦祖,0.7169050765037537,0.10000000000000002,0.8711313,推出[Expectation] > 推出[Expectation] > 像[Joy],3
104,之前有个评论很真实大概意思就是2042在垃圾也不是三角洲能比的[doge],Disgust,三角洲,三角洲 融合 战地系列，逃离塔科夫等游戏特点,0.7627169227600098,0.8,0.75339615,融合(✓)[Disgust],1
104,之前有个评论很真实大概意思就是2042在垃圾也不是三角洲能比的[doge],Disgust,三角洲,三角洲 是 腾讯游戏 逼氪 玩家,0.7348246836662292,0.45,0.80603087,是[Neutral] > 逼氪(✓)[Disgust],2
104,之前有个评论很真实大概意思就是2042在垃圾也不是三角洲能比的[doge],Disgust,三角洲,三角洲 是 腾讯游戏 旗下 三角洲 融合 战地系列，逃离塔科夫等游戏特点,0.7114913503328959,0.3333333333333333,0.80603087,是[Neutral] > 旗下[Neutral] > 融合(✓)[Disgust],3
107,三角洲目前玩起来什么都很好，但是这质感真的很有槽点。战地五那些枪械，坦克飞机都相当有历史的厚重感，金属反光，武器的镀铬皮肤和打架后粘泥带血的表面非常带感。因此战地五里面什么坦克皮肤枪械皮肤我都是能搞得到就搞。三角洲无论什么武器，那种塑料质感太强了，并且也很花里胡哨，画质上实在没什么能称赞的点,Disgust,三角洲,三角洲 是 腾讯游戏 逼氪 玩家,0.7638514304161071,0.45,0.84231424,是[Neutral] > 逼氪(✓)[Disgust],1
107,三角洲目前玩起来什么都很好，但是这质感真的很有槽点。战地五那些枪械，坦克飞机都相当有历史的厚重感，金属反光，武器的镀铬皮肤和打架后粘泥带血的表面非常带感。因此战地五里面什么坦克皮肤枪械皮肤我都是能搞得到就搞。三角洲无论什么武器，那种塑料质感太强了，并且也很花里胡哨，画质上实在没什么能称赞的点,Disgust,三角洲,三角洲 融合 战地系列，逃离塔科夫等游戏特点,0.7625058627128601,0.8,0.7531323,融合(✓)[Disgust],2
107,三角洲目前玩起来什么都很好，但是这质感真的很有槽点。战地五那些枪械，坦克飞机都相当有历史的厚重感，金属反光，武器的镀铬皮肤和打架后粘泥带血的表面非常带感。因此战地五里面什么坦克皮肤枪械皮肤我都是能搞得到就搞。三角洲无论什么武器，那种塑料质感太强了，并且也很花里胡哨，画质上实在没什么能称赞的点,Disgust,三角洲,三角洲 是 腾讯游戏 旗下 三角洲 融合 战地系列，逃离塔科夫等游戏特点,0.7405180970827738,0.3333333333333333,0.84231424,是[Neutral] > 旗下[Neutral] > 融合(✓)[Disgust],3
160,为什么三角洲PC端下载游戏速度11MB/s但却吃了我90多MB的宽带[阴险][阴险][阴险][阴险],Disgust,三角洲,三角洲 融合 战地系列，逃离塔科夫等游戏特点,0.7625058627128601,0.8,0.7531323,融合(✓)[Disgust],1
160,为什么三角洲PC端下载游戏速度11MB/s但却吃了我90多MB的宽带[阴险][阴险][阴险][阴险],Disgust,三角洲,三角洲 是 腾讯游戏 逼氪 玩家,0.7311724090576172,0.45,0.8014655,是[Neutral] > 逼氪(✓)[Disgust],2
160,为什么三角洲PC端下载游戏速度11MB/s但却吃了我90多MB的宽带[阴险][阴险][阴险][阴险],Disgust,三角洲,三角洲 是 腾讯游戏 旗下 三角洲 融合 战地系列，逃离塔科夫等游戏特点,0.7078390757242838,0.3333333333333333,0.8014655,是[Neutral] > 旗下[Neutral] > 融合(✓)[Disgust],3
164,@三角洲行动 什么玩意儿？,Disgust,三角洲,三角洲 融合 战地系列，逃离塔科夫等游戏特点,0.7508203721046448,0.8,0.73852545,融合(✓)[Disgust],1
164,@三角洲行动 什么玩意儿？,Disgust,三角洲,三角洲 是 腾讯游戏 逼氪 玩家,0.6716770792007446,0.45,0.7270963,是[Neutral] > 逼氪(✓)[Disgust],2
164,@三角洲行动 什么玩意儿？,Disgust,三角洲,三角洲 有 三角洲官方 管理 三角洲 融合 战地系列，逃离塔科夫等游戏特点,0.6710537711779276,0.3333333333333333,0.75548387,有[Neutral] > 管理[Neutral] > 融合(✓)[Disgust],3
176,为什么三角洲PC端下载游戏速度11MB/s但却吃了我90多MB的宽带[阴险][阴险][阴险][阴险],Disgust,三角洲,三角洲 融合 战地系列，逃离塔科夫等游戏特点,0.7625058627128601,0.8,0.7531323,融合(✓)[Disgust],1
176,为什么三角洲PC端下载游戏速度11MB/s但却吃了我90多MB的宽带[阴险][阴险][阴险][阴险],Disgust,三角洲,三角洲 是 腾讯游戏 逼氪 玩家,0.7311724090576172,0.45,0.8014655,是[Neutral] > 逼氪(✓)[Disgust],2
176,为什么三角洲PC端下载游戏速度11MB/s但却吃了我90多MB的宽带[阴险][阴险][阴险][阴险],Disgust,三角洲,三角洲 是 腾讯游戏 旗下 三角洲 融合 战地系列，逃离塔科夫等游戏特点,0.7078390757242838,0.3333333333333333,0.8014655,是[Neutral] > 旗下[Neutral] > 融合(✓)[Disgust],3
180,腾讯游戏最好别玩,Disgust,腾讯游戏,腾讯游戏 逼氪 玩家,0.760165069103241,0.8,0.7502063,逼氪(✓)[Disgust],1
180,腾讯游戏最好别玩,Disgust,腾讯游戏,腾讯游戏 旗下 三角洲 融合 战地系列，逃离塔科夫等游戏特点,0.6883823537826538,0.45,0.7479779,旗下[Neutral] > 融合(✓)[Disgust],2
180,腾讯游戏最好别玩,Disgust,腾讯游戏,腾讯游戏 旗下 三角洲 是 腾讯游戏 逼氪 玩家,0.6668317357699076,0.3333333333333333,0.7502063,旗下[Neutral] > 是[Neutral] > 逼氪(✓)[Disgust],3
