序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像,emotion
66,261021463696,261271420752,3493087745673802,゚゚゚゚异世界情绪,5,保密,回复 @捕获一只表情包 :感觉水平后座变大了,2025-04-25 14:37:18,0,0,转生账号 祭拜,未知,否,https://i1.hdslb.com/bfs/face/1bc3a4c17584af7ae587e313b926841460dd53f1.jpg,Regret
67,0,262292710368,629343028,基尼籉鹛,5,保密,自己听着是这个声音 别人听着还是老版声音,2025-05-08 03:16:00,0,1,,未知,是,https://i1.hdslb.com/bfs/face/5d42d9d0da57abba3dc450477d0f2a7220c3b629.jpg,Disgust
68,0,261295403105,100569198,Zafkiel丶三三,6,男,难听的要死,2025-05-07 08:11:10,0,0,"约战不倒，陪你到老！
随缘投稿，主要为我自己留个纪念。",未知,否,https://i0.hdslb.com/bfs/face/c2312a7ec2dbb8ba6097fb1f7c217c5066a71902.jpg,Disgust
69,0,261831133584,272842748,神圣的套套,5,保密,听着有点像M7。,2025-05-02 11:43:58,1,2,,未知,否,https://i2.hdslb.com/bfs/face/7b0e9b8b596999c145a72c3d7341d1492f339b44.jpg,Neutral
70,0,261330864368,2036131,KiraraMagic,6,保密,感觉没以前的好听了[tv_晕],2025-04-26 09:21:21,1,12,音乐制作人，网易云/qq音乐:Kirara Magic  欢迎加群：971923881,未知,是,https://i1.hdslb.com/bfs/face/18b39493ff7e1315093a75708bd775c55470a226.jpg,Sadness
71,0,260378261265,74108863,雨痴yucii,6,男,@三角洲行动 又暗改,2025-04-26 00:33:47,0,0,諦めない！,未知,是,https://i1.hdslb.com/bfs/face/63d51ba7385a6e74520fd60dc988523418798fb3.webp,Anger
72,0,261250909728,3546615384115333,粉喵三角洲,3,女,更像拖拉机了[doge],2025-04-25 10:34:18,0,0,,未知,否,https://i1.hdslb.com/bfs/face/f00acc4d82291e6cbdcefac91596988dc456d088.jpg,Disgust
73,0,260054485105,3493133820103491,绮梦山,5,保密,第一天打的时候我还好奇对面拿的什么枪，最后以为是201，然后没敢冲，最后队友被扫死才知道是M250,2025-04-21 13:54:12,0,2,我？祝各位心想事成ヽ(✿ﾟ▽ﾟ)ノ,未知,否,https://i0.hdslb.com/bfs/face/5881c5ff5d88eaa0c8419bf8568599b366d5b6a4.jpg,Surprise
74,0,260946263584,2145010532,19kada杨,5,保密,之前是“dududududu”，现在是“噔噔噔噔噔”[doge],2025-04-21 11:57:01,0,5,◕‿◕琴诺单推人在此◕‿◕,未知,否,https://i2.hdslb.com/bfs/face/b41ca5db4d649f5591f78754049e6d515722b953.jpg,Neutral
75,0,260842172048,497154849,Tur1xec,6,男,手感没了,2025-04-20 06:36:46,0,2,里了,未知,是,https://i0.hdslb.com/bfs/face/25dc4f3d1ecd0bdf44304c60b99ef067098bba80.jpg,Sadness
76,0,259910455441,3182055,永远改不完的需求,6,男,之前是崭新的拖拉机，现在是散架的拖拉机,2025-04-19 19:28:20,0,8,这没的你剩饭,未知,是,https://i0.hdslb.com/bfs/face/56ea8f31205444196bb2571893190116956fce16.jpg,Disgust
77,0,260805475536,666583232,冬寒白夜,5,保密,比以前的豪庭,2025-04-19 18:18:27,0,0,"见者出冬极


",未知,否,https://i2.hdslb.com/bfs/face/70db006a90a28e576dad054ac70a6efd146be567.jpg,Neutral
78,0,260737866720,496847305,三角洲萌芽,4,保密,一点也不霸气,2025-04-19 03:57:35,0,1,,未知,否,https://i1.hdslb.com/bfs/face/3fbf2243eef30708342664e80d374b3498934ae2.jpg,Disgust
79,0,259832205633,11862599,二次元的徘徊者,6,男,没有之前好听,2025-04-19 01:04:10,0,24,一位没有才华天赋的up主，让每个人都能玩上源赖光,未知,否,https://i2.hdslb.com/bfs/baselabs/35c062010f1bd35b26684e71880306da8f511b96.png,Regret
80,0,260403996096,35807640,我阐述你的梦亖,5,男,太脆了反而没有机枪那个味道了（我听过89重机和95班机的动静）,2025-04-14 23:30:52,0,12,,未知,是,https://i0.hdslb.com/bfs/face/member/noface.jpg,Disgust
81,0,259276579505,89056390,以鲜血浇铸胜利,6,男,那我缺的拖拉机这块谁给我补啊[大哭],2025-04-11 17:12:53,0,0,签名,未知,否,https://i1.hdslb.com/bfs/face/3a47ecc9983d5e38326aecef763b2dc4c279d604.jpg,Sadness
82,0,259270252705,171897651,当个反派唉,6,男,比现在的好听反正,2025-04-11 15:36:42,4,24,这个人很傻，所以什么都没有写,未知,是,https://i0.hdslb.com/bfs/face/ce48d022785d4da83f1ed6e71355e3ed9413e2f6.jpg,Joy
83,261831133584,261205888289,478757970,带带㚐师兄,5,男,"正常,两枪一个公司出的,可以说是一个系列了[doge]",2025-05-06 03:50:15,0,1,略,未知,否,https://i0.hdslb.com/bfs/face/54b853d8fedb579bff5af1e5c3bb7713f5dec0a4.jpg,Neutral
84,261330864368,261388248609,1208609393,为何天道雷骨科,5,保密,没想到能在这里遇见佬,2025-05-08 13:43:59,0,0,疯狂的洲批,未知,否,https://i2.hdslb.com/bfs/face/eee90a768588afc96c5bc929f52b0ab925170c67.jpg,Neutral
85,259270252705,260687537088,1210438500,捕获一只表情包,5,女,没之前的沉闷，更新第一天就注意到了，感觉打的怪怪的[无语],2025-04-18 11:52:18,0,4,,未知,否,https://i0.hdslb.com/bfs/face/41352e01d6f113d195e434be2eb163fac7379d11.jpg,Disgust
86,260687537088,260114396817,1489436551,繁华晴天,5,保密,回复 @捕获一只表情包 :我也是，用着直接不顺手了,2025-04-22 11:06:17,0,2,,未知,是,https://i1.hdslb.com/bfs/face/7463ef48b6c2b16ddfb0b29582e82f2511f58e8d.jpg,Disgust
87,260114396817,261021463696,1210438500,捕获一只表情包,5,女,回复 @繁华晴天 :还有感觉稳定性变差了，同一套满改配件，之前50米一个点，现在飘飞了[笑哭],2025-04-22 11:26:29,0,2,,未知,否,https://i0.hdslb.com/bfs/face/41352e01d6f113d195e434be2eb163fac7379d11.jpg,Disgust
88,261021463696,261271420752,3493087745673802,゚゚゚゚异世界情绪,5,保密,回复 @捕获一只表情包 :感觉水平后座变大了,2025-04-25 14:37:18,0,0,转生账号 祭拜,未知,否,https://i1.hdslb.com/bfs/face/1bc3a4c17584af7ae587e313b926841460dd53f1.jpg,Regret
89,0,262292710368,629343028,基尼籉鹛,5,保密,自己听着是这个声音 别人听着还是老版声音,2025-05-08 03:16:00,0,1,,未知,是,https://i1.hdslb.com/bfs/face/5d42d9d0da57abba3dc450477d0f2a7220c3b629.jpg,Neutral
90,0,261295403105,100569198,Zafkiel丶三三,6,男,难听的要死,2025-05-07 08:11:10,0,0,"约战不倒，陪你到老！
随缘投稿，主要为我自己留个纪念。",未知,否,https://i0.hdslb.com/bfs/face/c2312a7ec2dbb8ba6097fb1f7c217c5066a71902.jpg,Disgust
91,0,261831133584,272842748,神圣的套套,5,保密,听着有点像M7。,2025-05-02 11:43:58,1,2,,未知,否,https://i2.hdslb.com/bfs/face/7b0e9b8b596999c145a72c3d7341d1492f339b44.jpg,Neutral
92,0,261330864368,2036131,KiraraMagic,6,保密,感觉没以前的好听了[tv_晕],2025-04-26 09:21:21,1,12,音乐制作人，网易云/qq音乐:Kirara Magic  欢迎加群：971923881,未知,是,https://i1.hdslb.com/bfs/face/18b39493ff7e1315093a75708bd775c55470a226.jpg,Sadness
93,0,260378261265,74108863,雨痴yucii,6,男,@三角洲行动 又暗改,2025-04-26 00:33:47,0,0,諦めない！,未知,是,https://i1.hdslb.com/bfs/face/63d51ba7385a6e74520fd60dc988523418798fb3.webp,Anger
94,0,261250909728,3546615384115333,粉喵三角洲,3,女,更像拖拉机了[doge],2025-04-25 10:34:18,0,0,,未知,否,https://i1.hdslb.com/bfs/face/f00acc4d82291e6cbdcefac91596988dc456d088.jpg,Disgust
95,0,260054485105,3493133820103491,绮梦山,5,保密,第一天打的时候我还好奇对面拿的什么枪，最后以为是201，然后没敢冲，最后队友被扫死才知道是M250,2025-04-21 13:54:12,0,2,我？祝各位心想事成ヽ(✿ﾟ▽ﾟ)ノ,未知,否,https://i0.hdslb.com/bfs/face/5881c5ff5d88eaa0c8419bf8568599b366d5b6a4.jpg,Surprise
96,0,260946263584,2145010532,19kada杨,5,保密,之前是“dududududu”，现在是“噔噔噔噔噔”[doge],2025-04-21 11:57:01,0,5,◕‿◕琴诺单推人在此◕‿◕,未知,否,https://i2.hdslb.com/bfs/face/b41ca5db4d649f5591f78754049e6d515722b953.jpg,Neutral
97,0,260842172048,497154849,Tur1xec,6,男,手感没了,2025-04-20 06:36:46,0,2,里了,未知,是,https://i0.hdslb.com/bfs/face/25dc4f3d1ecd0bdf44304c60b99ef067098bba80.jpg,Sadness
98,0,259910455441,3182055,永远改不完的需求,6,男,之前是崭新的拖拉机，现在是散架的拖拉机,2025-04-19 19:28:20,0,8,这没的你剩饭,未知,是,https://i0.hdslb.com/bfs/face/56ea8f31205444196bb2571893190116956fce16.jpg,Disgust
99,0,260805475536,666583232,冬寒白夜,5,保密,比以前的豪庭,2025-04-19 18:18:27,0,0,"见者出冬极


",未知,否,https://i2.hdslb.com/bfs/face/70db006a90a28e576dad054ac70a6efd146be567.jpg,Neutral
100,0,260737866720,496847305,三角洲萌芽,4,保密,一点也不霸气,2025-04-19 03:57:35,0,1,,未知,否,https://i1.hdslb.com/bfs/face/3fbf2243eef30708342664e80d374b3498934ae2.jpg,Disgust
101,0,259832205633,11862599,二次元的徘徊者,6,男,没有之前好听,2025-04-19 01:04:10,0,24,一位没有才华天赋的up主，让每个人都能玩上源赖光,未知,否,https://i2.hdslb.com/bfs/baselabs/35c062010f1bd35b26684e71880306da8f511b96.png,Disgust
102,0,260403996096,35807640,我阐述你的梦亖,5,男,太脆了反而没有机枪那个味道了（我听过89重机和95班机的动静）,2025-04-14 23:30:52,0,12,,未知,是,https://i0.hdslb.com/bfs/face/member/noface.jpg,Disgust
103,0,259276579505,89056390,以鲜血浇铸胜利,6,男,那我缺的拖拉机这块谁给我补啊[大哭],2025-04-11 17:12:53,0,0,签名,未知,否,https://i1.hdslb.com/bfs/face/3a47ecc9983d5e38326aecef763b2dc4c279d604.jpg,Sadness
104,0,259270252705,171897651,当个反派唉,6,男,比现在的好听反正,2025-04-11 15:36:42,4,24,这个人很傻，所以什么都没有写,未知,是,https://i0.hdslb.com/bfs/face/ce48d022785d4da83f1ed6e71355e3ed9413e2f6.jpg,Joy
