序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像,emotion
35,260042892593,260972492496,8713705,十七为何那样,6,女,死亡旋转！,2025-04-21 17:12:02,0,0,早8晚8播播，假期13点，周一休。杂食花枝鼠什么都整点。分享开心，希望我们相处得愉快~！感谢关注与支持（づ￣3￣）づ╭❤～,未知,是,https://i1.hdslb.com/bfs/face/15f816b3638040db28bf37a31a3a4ca069814115.jpg,Surprise
36,260951722768,260972507120,8713705,十七为何那样,6,女,我要取关你！,2025-04-21 17:12:44,0,0,早8晚8播播，假期13点，周一休。杂食花枝鼠什么都整点。分享开心，希望我们相处得愉快~！感谢关注与支持（づ￣3￣）づ╭❤～,未知,是,https://i1.hdslb.com/bfs/face/15f816b3638040db28bf37a31a3a4ca069814115.jpg,Anger
37,260041068881,260972509232,8713705,十七为何那样,6,女,笑吗,2025-04-21 17:12:50,0,0,早8晚8播播，假期13点，周一休。杂食花枝鼠什么都整点。分享开心，希望我们相处得愉快~！感谢关注与支持（づ￣3￣）づ╭❤～,未知,是,https://i1.hdslb.com/bfs/face/15f816b3638040db28bf37a31a3a4ca069814115.jpg,Neutral
38,260971781616,260972306832,8713705,十七为何那样,6,女,快去试一试,2025-04-21 17:11:47,0,0,早8晚8播播，假期13点，周一休。杂食花枝鼠什么都整点。分享开心，希望我们相处得愉快~！感谢关注与支持（づ￣3￣）づ╭❤～,未知,是,https://i1.hdslb.com/bfs/face/15f816b3638040db28bf37a31a3a4ca069814115.jpg,Expectation
39,260972306832,260973609072,2605839,浮德克白,6,男,回复 @十七为何那样 :还不睡觉吗啾辣辣你这家伙,2025-04-21 17:37:20,0,0,臭打游戏的,未知,是,https://i0.hdslb.com/bfs/face/7084e6b24984ea954a431ca1fff1398c20a1300e.jpg,Neutral
40,260965668560,260971569648,8713705,十七为何那样,6,女,这也睡着！,2025-04-21 16:54:43,0,0,早8晚8播播，假期13点，周一休。杂食花枝鼠什么都整点。分享开心，希望我们相处得愉快~！感谢关注与支持（づ￣3￣）づ╭❤～,未知,是,https://i1.hdslb.com/bfs/face/15f816b3638040db28bf37a31a3a4ca069814115.jpg,Neutral
41,0,260112786561,407525254,神滨魔法联盟,6,男,哈哈哈哈,2025-04-22 10:46:44,0,0,神滨魔法联盟入驻B站啦！（误）神滨魔法联盟是由三日月庄成员和除阿莉娜外原magius成员领导的，以神滨魔法少女为基础的魔法少女互助组织,未知,是,https://i1.hdslb.com/bfs/face/fac739e8f8ddb1baeb3e20b83cce75ecdc9108bd.jpg,Joy
42,0,260990877264,498797208,空响の夜,5,保密,死亡翻滚小子！,2025-04-22 03:29:08,0,0,,未知,是,https://i0.hdslb.com/bfs/face/01f74be532af0e954aec5f7608d15976a0a6b074.jpg,Neutral
43,0,260980336944,666768744,南十一E11even,5,保密,标记一处大宝贝,2025-04-21 23:44:33,0,0,喵都喵嘟,未知,是,https://i0.hdslb.com/bfs/face/0f231f56339e0e0b0ca6ab33ae2c6c0f8c9431b1.jpg,Neutral
44,0,260971781616,2605839,浮德克白,6,男,视频内含危险行为吗，包避雷了啊，不可能去同一个地方的[UP_8713705_哈哈哈],2025-04-21 16:58:07,2,2,臭打游戏的,未知,是,https://i0.hdslb.com/bfs/face/7084e6b24984ea954a431ca1fff1398c20a1300e.jpg,Neutral
45,0,260969390016,365503736,老张也要萌萌哒,6,女,为什么直播麦就很好！语音麦全都被消音！,2025-04-21 16:19:43,1,2,每天晚上8点直播！谢谢你支持我的梦想！,未知,是,https://i2.hdslb.com/bfs/face/ad1467737058716b38e6ffc8402e1dedbb3a453a.jpg,Disgust
46,0,260065966625,174494291,baileysc,6,男,玩弄吗/(ㄒoㄒ)/~~,2025-04-21 16:17:46,0,1,"Les autres sont comme l'enfer, je t'aime jusqu'au fond",未知,是,https://i2.hdslb.com/bfs/face/d083c579e9895c82da4965b98033a09af2e26b34.jpg,Sadness
47,0,260965668560,437782629,十灬点半,6,女,听完睡着了[UP_8713705_晚安],2025-04-21 15:31:04,1,1,这人个懒很，么什没都写有...,未知,否,https://i0.hdslb.com/bfs/face/270ad60ab9bce2346f8092f06253920f05ee8da6.jpg,Neutral
48,0,260951722768,10082239,哔哔也要萌萌哒,6,保密,妩媚大主播！我要。。。。！,2025-04-21 12:53:00,1,1,,未知,是,https://i0.hdslb.com/bfs/face/member/noface.jpg,Neutral
49,0,260950292560,490328042,星海航灯,6,男,每次我都要去看看，神秘打野点,2025-04-21 12:37:48,1,1,,未知,是,http://i2.hdslb.com/bfs/face/914e765eb2e2abec6b5d4ec9e9d25967f07a4f8f.jpg,Expectation
50,0,260042892593,50518780,Kkkcamille,6,女,被鳄鱼红怒W咬住+Q旋转了,2025-04-21 11:44:57,1,1,那就努力变强吧,未知,否,https://i1.hdslb.com/bfs/face/d6be79d82f89e77aae95ff5d87bfac5183573e6a.jpg,Surprise
51,0,260042813889,50518780,Kkkcamille,6,女,晚上的鳄鱼确实吓人,2025-04-21 11:44:16,0,1,那就努力变强吧,未知,否,https://i1.hdslb.com/bfs/face/d6be79d82f89e77aae95ff5d87bfac5183573e6a.jpg,Surprise
52,0,260041068881,326275187,狐念刺客,6,男,哈哈哈,2025-04-21 11:22:49,1,1,啊黎的单推人,未知,是,https://i2.hdslb.com/bfs/face/76d6045b72c72e63cffb593b3527e4aab442425b.jpg,Neutral
53,260951722768,260972507120,8713705,十七为何那样,6,女,我要取关你！,2025-04-21 17:12:44,0,0,早8晚8播播，假期13点，周一休。杂食花枝鼠什么都整点。分享开心，希望我们相处得愉快~！感谢关注与支持（づ￣3￣）づ╭❤～,未知,是,https://i1.hdslb.com/bfs/face/15f816b3638040db28bf37a31a3a4ca069814115.jpg,Anger
54,260041068881,260972509232,8713705,十七为何那样,6,女,笑吗,2025-04-21 17:12:50,0,0,早8晚8播播，假期13点，周一休。杂食花枝鼠什么都整点。分享开心，希望我们相处得愉快~！感谢关注与支持（づ￣3￣）づ╭❤～,未知,是,https://i1.hdslb.com/bfs/face/15f816b3638040db28bf37a31a3a4ca069814115.jpg,Neutral
55,260042892593,260972492496,8713705,十七为何那样,6,女,死亡旋转！,2025-04-21 17:12:02,0,0,早8晚8播播，假期13点，周一休。杂食花枝鼠什么都整点。分享开心，希望我们相处得愉快~！感谢关注与支持（づ￣3￣）づ╭❤～,未知,是,https://i1.hdslb.com/bfs/face/15f816b3638040db28bf37a31a3a4ca069814115.jpg,Neutral
56,260969390016,260973715296,8713705,十七为何那样,6,女,唉！被当做噪音降掉了,2025-04-21 17:41:38,0,0,早8晚8播播，假期13点，周一休。杂食花枝鼠什么都整点。分享开心，希望我们相处得愉快~！感谢关注与支持（づ￣3￣）づ╭❤～,未知,是,https://i1.hdslb.com/bfs/face/15f816b3638040db28bf37a31a3a4ca069814115.jpg,Sadness
57,260950292560,260972503312,8713705,十七为何那样,6,女,每次都被咬一口吗（ ）,2025-04-21 17:12:32,0,0,早8晚8播播，假期13点，周一休。杂食花枝鼠什么都整点。分享开心，希望我们相处得愉快~！感谢关注与支持（づ￣3￣）づ╭❤～,未知,是,https://i1.hdslb.com/bfs/face/15f816b3638040db28bf37a31a3a4ca069814115.jpg,Neutral
58,260971781616,260972306832,8713705,十七为何那样,6,女,快去试一试,2025-04-21 17:11:47,0,0,早8晚8播播，假期13点，周一休。杂食花枝鼠什么都整点。分享开心，希望我们相处得愉快~！感谢关注与支持（づ￣3￣）づ╭❤～,未知,是,https://i1.hdslb.com/bfs/face/15f816b3638040db28bf37a31a3a4ca069814115.jpg,Expectation
59,260972306832,260973609072,2605839,浮德克白,6,男,回复 @十七为何那样 :还不睡觉吗啾辣辣你这家伙,2025-04-21 17:37:20,0,0,臭打游戏的,未知,是,https://i0.hdslb.com/bfs/face/7084e6b24984ea954a431ca1fff1398c20a1300e.jpg,Neutral
60,260965668560,260971569648,8713705,十七为何那样,6,女,这也睡着！,2025-04-21 16:54:43,0,0,早8晚8播播，假期13点，周一休。杂食花枝鼠什么都整点。分享开心，希望我们相处得愉快~！感谢关注与支持（づ￣3￣）づ╭❤～,未知,是,https://i1.hdslb.com/bfs/face/15f816b3638040db28bf37a31a3a4ca069814115.jpg,Neutral
61,0,260112786561,407525254,神滨魔法联盟,6,男,哈哈哈哈,2025-04-22 10:46:44,0,0,神滨魔法联盟入驻B站啦！（误）神滨魔法联盟是由三日月庄成员和除阿莉娜外原magius成员领导的，以神滨魔法少女为基础的魔法少女互助组织,未知,是,https://i1.hdslb.com/bfs/face/fac739e8f8ddb1baeb3e20b83cce75ecdc9108bd.jpg,Joy
62,0,260990877264,498797208,空响の夜,5,保密,死亡翻滚小子！,2025-04-22 03:29:08,0,0,,未知,是,https://i0.hdslb.com/bfs/face/01f74be532af0e954aec5f7608d15976a0a6b074.jpg,Neutral
63,0,260980336944,666768744,南十一E11even,5,保密,标记一处大宝贝,2025-04-21 23:44:33,0,0,喵都喵嘟,未知,是,https://i0.hdslb.com/bfs/face/0f231f56339e0e0b0ca6ab33ae2c6c0f8c9431b1.jpg,Neutral
64,0,260971781616,2605839,浮德克白,6,男,视频内含危险行为吗，包避雷了啊，不可能去同一个地方的[UP_8713705_哈哈哈],2025-04-21 16:58:07,2,2,臭打游戏的,未知,是,https://i0.hdslb.com/bfs/face/7084e6b24984ea954a431ca1fff1398c20a1300e.jpg,Neutral
65,0,260969390016,365503736,老张也要萌萌哒,6,女,为什么直播麦就很好！语音麦全都被消音！,2025-04-21 16:19:43,1,2,每天晚上8点直播！谢谢你支持我的梦想！,未知,是,https://i2.hdslb.com/bfs/face/ad1467737058716b38e6ffc8402e1dedbb3a453a.jpg,Disgust
66,0,260065966625,174494291,baileysc,6,男,玩弄吗/(ㄒoㄒ)/~~,2025-04-21 16:17:46,0,1,"Les autres sont comme l'enfer, je t'aime jusqu'au fond",未知,是,https://i2.hdslb.com/bfs/face/d083c579e9895c82da4965b98033a09af2e26b34.jpg,Sadness
67,0,260965668560,437782629,十灬点半,6,女,听完睡着了[UP_8713705_晚安],2025-04-21 15:31:04,1,1,这人个懒很，么什没都写有...,未知,否,https://i0.hdslb.com/bfs/face/270ad60ab9bce2346f8092f06253920f05ee8da6.jpg,Neutral
68,0,260951722768,10082239,哔哔也要萌萌哒,6,保密,妩媚大主播！我要。。。。！,2025-04-21 12:53:00,1,1,,未知,是,https://i0.hdslb.com/bfs/face/member/noface.jpg,Neutral
69,0,260950292560,490328042,星海航灯,6,男,每次我都要去看看，神秘打野点,2025-04-21 12:37:48,1,1,,未知,是,http://i2.hdslb.com/bfs/face/914e765eb2e2abec6b5d4ec9e9d25967f07a4f8f.jpg,Neutral
70,0,260042892593,50518780,Kkkcamille,6,女,被鳄鱼红怒W咬住+Q旋转了,2025-04-21 11:44:57,1,1,那就努力变强吧,未知,否,https://i1.hdslb.com/bfs/face/d6be79d82f89e77aae95ff5d87bfac5183573e6a.jpg,Surprise
71,0,260042813889,50518780,Kkkcamille,6,女,晚上的鳄鱼确实吓人,2025-04-21 11:44:16,0,1,那就努力变强吧,未知,否,https://i1.hdslb.com/bfs/face/d6be79d82f89e77aae95ff5d87bfac5183573e6a.jpg,Surprise
72,0,260041068881,326275187,狐念刺客,6,男,哈哈哈,2025-04-21 11:22:49,1,1,啊黎的单推人,未知,是,https://i2.hdslb.com/bfs/face/76d6045b72c72e63cffb593b3527e4aab442425b.jpg,Joy
73,260969390016,260973715296,8713705,十七为何那样,6,女,唉！被当做噪音降掉了,2025-04-21 17:41:38,0,0,早8晚8播播，假期13点，周一休。杂食花枝鼠什么都整点。分享开心，希望我们相处得愉快~！感谢关注与支持（づ￣3￣）づ╭❤～,未知,是,https://i1.hdslb.com/bfs/face/15f816b3638040db28bf37a31a3a4ca069814115.jpg,Regret
74,260950292560,260972503312,8713705,十七为何那样,6,女,每次都被咬一口吗（ ）,2025-04-21 17:12:32,0,0,早8晚8播播，假期13点，周一休。杂食花枝鼠什么都整点。分享开心，希望我们相处得愉快~！感谢关注与支持（づ￣3￣）づ╭❤～,未知,是,https://i1.hdslb.com/bfs/face/15f816b3638040db28bf37a31a3a4ca069814115.jpg,Neutral
75,260042892593,260972492496,8713705,十七为何那样,6,女,死亡旋转！,2025-04-21 17:12:02,0,0,早8晚8播播，假期13点，周一休。杂食花枝鼠什么都整点。分享开心，希望我们相处得愉快~！感谢关注与支持（づ￣3￣）づ╭❤～,未知,是,https://i1.hdslb.com/bfs/face/15f816b3638040db28bf37a31a3a4ca069814115.jpg,Neutral
76,260041068881,260972509232,8713705,十七为何那样,6,女,笑吗,2025-04-21 17:12:50,0,0,早8晚8播播，假期13点，周一休。杂食花枝鼠什么都整点。分享开心，希望我们相处得愉快~！感谢关注与支持（づ￣3￣）づ╭❤～,未知,是,https://i1.hdslb.com/bfs/face/15f816b3638040db28bf37a31a3a4ca069814115.jpg,Neutral
77,260951722768,260972507120,8713705,十七为何那样,6,女,我要取关你！,2025-04-21 17:12:44,0,0,早8晚8播播，假期13点，周一休。杂食花枝鼠什么都整点。分享开心，希望我们相处得愉快~！感谢关注与支持（づ￣3￣）づ╭❤～,未知,是,https://i1.hdslb.com/bfs/face/15f816b3638040db28bf37a31a3a4ca069814115.jpg,Anger
78,260965668560,260971569648,8713705,十七为何那样,6,女,这也睡着！,2025-04-21 16:54:43,0,0,早8晚8播播，假期13点，周一休。杂食花枝鼠什么都整点。分享开心，希望我们相处得愉快~！感谢关注与支持（づ￣3￣）づ╭❤～,未知,是,https://i1.hdslb.com/bfs/face/15f816b3638040db28bf37a31a3a4ca069814115.jpg,Neutral
79,260971781616,260972306832,8713705,十七为何那样,6,女,快去试一试,2025-04-21 17:11:47,0,0,早8晚8播播，假期13点，周一休。杂食花枝鼠什么都整点。分享开心，希望我们相处得愉快~！感谢关注与支持（づ￣3￣）づ╭❤～,未知,是,https://i1.hdslb.com/bfs/face/15f816b3638040db28bf37a31a3a4ca069814115.jpg,Expectation
80,260972306832,260973609072,2605839,浮德克白,6,男,回复 @十七为何那样 :还不睡觉吗啾辣辣你这家伙,2025-04-21 17:37:20,0,0,臭打游戏的,未知,是,https://i0.hdslb.com/bfs/face/7084e6b24984ea954a431ca1fff1398c20a1300e.jpg,Neutral
81,0,260112786561,407525254,神滨魔法联盟,6,男,哈哈哈哈,2025-04-22 10:46:44,0,0,神滨魔法联盟入驻B站啦！（误）神滨魔法联盟是由三日月庄成员和除阿莉娜外原magius成员领导的，以神滨魔法少女为基础的魔法少女互助组织,未知,是,https://i1.hdslb.com/bfs/face/fac739e8f8ddb1baeb3e20b83cce75ecdc9108bd.jpg,Joy
82,0,260990877264,498797208,空响の夜,5,保密,死亡翻滚小子！,2025-04-22 03:29:08,0,0,,未知,是,https://i0.hdslb.com/bfs/face/01f74be532af0e954aec5f7608d15976a0a6b074.jpg,Neutral
83,0,260980336944,666768744,南十一E11even,5,保密,标记一处大宝贝,2025-04-21 23:44:33,0,0,喵都喵嘟,未知,是,https://i0.hdslb.com/bfs/face/0f231f56339e0e0b0ca6ab33ae2c6c0f8c9431b1.jpg,Neutral
84,0,260971781616,2605839,浮德克白,6,男,视频内含危险行为吗，包避雷了啊，不可能去同一个地方的[UP_8713705_哈哈哈],2025-04-21 16:58:07,2,2,臭打游戏的,未知,是,https://i0.hdslb.com/bfs/face/7084e6b24984ea954a431ca1fff1398c20a1300e.jpg,Neutral
85,0,260969390016,365503736,老张也要萌萌哒,6,女,为什么直播麦就很好！语音麦全都被消音！,2025-04-21 16:19:43,1,2,每天晚上8点直播！谢谢你支持我的梦想！,未知,是,https://i2.hdslb.com/bfs/face/ad1467737058716b38e6ffc8402e1dedbb3a453a.jpg,Disgust
86,0,260065966625,174494291,baileysc,6,男,玩弄吗/(ㄒoㄒ)/~~,2025-04-21 16:17:46,0,1,"Les autres sont comme l'enfer, je t'aime jusqu'au fond",未知,是,https://i2.hdslb.com/bfs/face/d083c579e9895c82da4965b98033a09af2e26b34.jpg,Sadness
87,0,260965668560,437782629,十灬点半,6,女,听完睡着了[UP_8713705_晚安],2025-04-21 15:31:04,1,1,这人个懒很，么什没都写有...,未知,否,https://i0.hdslb.com/bfs/face/270ad60ab9bce2346f8092f06253920f05ee8da6.jpg,Neutral
88,0,260951722768,10082239,哔哔也要萌萌哒,6,保密,妩媚大主播！我要。。。。！,2025-04-21 12:53:00,1,1,,未知,是,https://i0.hdslb.com/bfs/face/member/noface.jpg,Neutral
89,0,260950292560,490328042,星海航灯,6,男,每次我都要去看看，神秘打野点,2025-04-21 12:37:48,1,1,,未知,是,http://i2.hdslb.com/bfs/face/914e765eb2e2abec6b5d4ec9e9d25967f07a4f8f.jpg,Neutral
90,0,260042892593,50518780,Kkkcamille,6,女,被鳄鱼红怒W咬住+Q旋转了,2025-04-21 11:44:57,1,1,那就努力变强吧,未知,否,https://i1.hdslb.com/bfs/face/d6be79d82f89e77aae95ff5d87bfac5183573e6a.jpg,Surprise
91,0,260042813889,50518780,Kkkcamille,6,女,晚上的鳄鱼确实吓人,2025-04-21 11:44:16,0,1,那就努力变强吧,未知,否,https://i1.hdslb.com/bfs/face/d6be79d82f89e77aae95ff5d87bfac5183573e6a.jpg,Surprise
92,0,260041068881,326275187,狐念刺客,6,男,哈哈哈,2025-04-21 11:22:49,1,1,啊黎的单推人,未知,是,https://i2.hdslb.com/bfs/face/76d6045b72c72e63cffb593b3527e4aab442425b.jpg,Neutral
